task,disease_label,rep,fold,view,SampleKey,y_true,cell_id,attn_weight,attn_rank,n_cells,CellType,Batch
stage1_MIL_Control_vs_Bile,Bile,2,1,all,2024Dec_Bile-S1,1,20241026S1_Cell8_B,0.2173632272336565,1,102,B,2024Dec
stage1_MIL_Control_vs_Bile,Bile,2,1,all,2024Dec_Bile-S1,1,20241026S1_Cell12_B,0.1362317023662119,2,102,B,2024Dec
stage1_MIL_Control_vs_Bile,Bile,2,1,all,2024Dec_Bile-S1,1,20241026S1_Cell33_C,0.1083187777611213,3,102,C,2024Dec
stage1_MIL_Control_vs_Bile,Bile,2,1,all,2024Dec_Bile-S1,1,20241026S1_Cell34_C,0.0993246149046166,4,102,C,2024Dec
stage1_MIL_Control_vs_Bile,Bile,2,1,all,2024Dec_Bile-S1,1,20241026S1_Cell36_C,0.0681318326798613,5,102,C,2024Dec
stage1_MIL_Control_vs_Bile,Bile,2,1,all,2024Dec_Bile-S1,1,20241026S1_Cell11_B,0.0668016580597062,6,102,B,2024Dec
stage1_MIL_Control_vs_Bile,Bile,2,1,all,2024Dec_Bile-S1,1,20241026S1_Cell9_B,0.0623687447623657,7,102,B,2024Dec
stage1_MIL_Control_vs_Bile,Bile,2,1,all,2024Dec_Bile-S1,1,20241026S1_Cell5_B,0.0402439271265677,8,102,B,2024Dec
stage1_MIL_Control_vs_Bile,Bile,2,1,all,2024Dec_Bile-S1,1,20241026S1_Cell29_B,0.0279803002112254,9,102,B,2024Dec
stage1_MIL_Control_vs_Bile,Bile,2,1,all,2024Dec_Bile-S1,1,20241026S1_Cell29_C,0.0261859748690443,10,102,C,2024Dec
stage1_MIL_Control_vs_Bile,Bile,2,1,all,2024Dec_Bile-S1,1,20241026S1_Cell7_B,0.0245924259274183,11,102,B,2024Dec
stage1_MIL_Control_vs_Bile,Bile,2,1,all,2024Dec_Bile-S1,1,20241026S1_Cell42_C,0.0161167974480407,12,102,C,2024Dec
stage1_MIL_Control_vs_Bile,Bile,2,1,all,2024Dec_Bile-S1,1,20241026S1_Cell37_C,0.0141259602317407,13,102,C,2024Dec
stage1_MIL_Control_vs_Bile,Bile,2,1,all,2024Dec_Bile-S1,1,20241026S1_Cell15_C,0.010011164401517,14,102,C,2024Dec
stage1_MIL_Control_vs_Bile,Bile,2,1,all,2024Dec_Bile-S1,1,20241026S1_Cell32_C,0.0082942114828468,15,102,C,2024Dec
stage1_MIL_Control_vs_Bile,Bile,2,1,all,2024Dec_Bile-S1,1,20241026S1_Cell23_C,0.0060840175133683,16,102,C,2024Dec
stage1_MIL_Control_vs_Bile,Bile,2,1,all,2024Dec_Bile-S1,1,20241026S1_Cell10_B,0.0046063707448025,17,102,B,2024Dec
stage1_MIL_Control_vs_Bile,Bile,2,1,all,2024Dec_Bile-S1,1,20241026S1_Cell19_C,0.0044139478427992,18,102,C,2024Dec
stage1_MIL_Control_vs_Bile,Bile,2,1,all,2024Dec_Bile-S1,1,20241026S1_Cell13_A,0.0042787998870787,19,102,A,2024Dec
stage1_MIL_Control_vs_Bile,Bile,2,1,all,2024Dec_Bile-S1,1,20241026S1_Cell30_C,0.0036533154430795,20,102,C,2024Dec
stage1_MIL_Control_vs_Bile,Bile,2,1,all,2024Dec_Bile-S1,1,20241026S1_Cell28_C,0.0034967896743114,21,102,C,2024Dec
stage1_MIL_Control_vs_Bile,Bile,2,1,all,2024Dec_Bile-S1,1,20241026S1_Cell41_C,0.0028813558315715,22,102,C,2024Dec
stage1_MIL_Control_vs_Bile,Bile,2,1,all,2024Dec_Bile-S1,1,20241026S1_Cell39_C,0.0025356244149109,23,102,C,2024Dec
stage1_MIL_Control_vs_Bile,Bile,2,1,all,2024Dec_Bile-S1,1,20241026S1_Cell17_C,0.0024380027085793,24,102,C,2024Dec
stage1_MIL_Control_vs_Bile,Bile,2,1,all,2024Dec_Bile-S1,1,20241026S1_Cell13_B,0.0020536090617216,25,102,B,2024Dec
stage1_MIL_Control_vs_Bile,Bile,2,1,all,2024Dec_Bile-S1,1,20241026S1_Cell35_C,0.0017932098504713,26,102,C,2024Dec
stage1_MIL_Control_vs_Bile,Bile,2,1,all,2024Dec_Bile-S1,1,20241026S1_Cell31_C,0.0015324874702597,27,102,C,2024Dec
stage1_MIL_Control_vs_Bile,Bile,2,1,all,2024Dec_Bile-S1,1,20241026S1_Cell16_C,0.0010316617277513,28,102,C,2024Dec
stage1_MIL_Control_vs_Bile,Bile,2,1,all,2024Dec_Bile-S1,1,20241026S1_Cell19_A,0.0009855377404444,29,102,A,2024Dec
stage1_MIL_Control_vs_Bile,Bile,2,1,all,2024Dec_Bile-S1,1,20241026S1_Cell10_A,0.0009704471120159,30,102,A,2024Dec
stage1_MIL_Control_vs_Bile,Bile,2,1,all,2024Dec_Bile-S1,1,20241026S1_Cell29_A,0.0008967390939056,31,102,A,2024Dec
stage1_MIL_Control_vs_Bile,Bile,2,1,all,2024Dec_Bile-S1,1,20241026S1_Cell30_B,0.0008420883820332,32,102,B,2024Dec
stage1_MIL_Control_vs_Bile,Bile,2,1,all,2024Dec_Bile-S1,1,20241026S1_Cell4_C,0.0008256521087839,33,102,C,2024Dec
stage1_MIL_Control_vs_Bile,Bile,2,1,all,2024Dec_Bile-S1,1,20241026S1_Cell1_A,0.0008064166870882,34,102,A,2024Dec
stage1_MIL_Control_vs_Bile,Bile,2,1,all,2024Dec_Bile-S1,1,20241026S1_Cell2_A,0.0008001171042362,35,102,A,2024Dec
stage1_MIL_Control_vs_Bile,Bile,2,1,all,2024Dec_Bile-S1,1,20241026S1_Cell11_A,0.0007996635501033,36,102,A,2024Dec
stage1_MIL_Control_vs_Bile,Bile,2,1,all,2024Dec_Bile-S1,1,20241026S1_Cell4_B,0.0007943301562979,37,102,B,2024Dec
stage1_MIL_Control_vs_Bile,Bile,2,1,all,2024Dec_Bile-S1,1,20241026S1_Cell6_A,0.000757038774841,38,102,A,2024Dec
stage1_MIL_Control_vs_Bile,Bile,2,1,all,2024Dec_Bile-S1,1,20241026S1_Cell2_B,0.0007295936275284,39,102,B,2024Dec
stage1_MIL_Control_vs_Bile,Bile,2,1,all,2024Dec_Bile-S1,1,20241026S1_Cell16_A,0.0007163572625055,40,102,A,2024Dec
stage1_MIL_Control_vs_Bile,Bile,2,1,all,2024Dec_Bile-S1,1,20241026S1_Cell4_A,0.0006870520310206,41,102,A,2024Dec
stage1_MIL_Control_vs_Bile,Bile,2,1,all,2024Dec_Bile-S1,1,20241026S1_Cell1_B,0.0006745933204145,42,102,B,2024Dec
stage1_MIL_Control_vs_Bile,Bile,2,1,all,2024Dec_Bile-S1,1,20241026S1_Cell8_A,0.000660047166493,43,102,A,2024Dec
stage1_MIL_Control_vs_Bile,Bile,2,1,all,2024Dec_Bile-S1,1,20241026S1_Cell30_A,0.0006084715074036,44,102,A,2024Dec
stage1_MIL_Control_vs_Bile,Bile,2,1,all,2024Dec_Bile-S1,1,20241026S1_Cell12_A,0.0006041671669241,45,102,A,2024Dec
stage1_MIL_Control_vs_Bile,Bile,2,1,all,2024Dec_Bile-S1,1,20241026S1_Cell22_A,0.0005959521444096,46,102,A,2024Dec
stage1_MIL_Control_vs_Bile,Bile,2,1,all,2024Dec_Bile-S1,1,20241026S1_Cell3_C,0.0005736697842335,47,102,C,2024Dec
stage1_MIL_Control_vs_Bile,Bile,2,1,all,2024Dec_Bile-S1,1,20241026S1_Cell7_A,0.0005595565207235,48,102,A,2024Dec
stage1_MIL_Control_vs_Bile,Bile,2,1,all,2024Dec_Bile-S1,1,20241026S1_Cell21_A,0.0005582216443209,49,102,A,2024Dec
stage1_MIL_Control_vs_Bile,Bile,2,1,all,2024Dec_Bile-S1,1,20241026S1_Cell38_C,0.000550823333567,50,102,C,2024Dec
stage1_MIL_Control_vs_Bile,Bile,2,1,all,2024Dec_Bile-S1,1,20241026S1_Cell25_B,0.0005507093629571,51,102,B,2024Dec
stage1_MIL_Control_vs_Bile,Bile,2,1,all,2024Dec_Bile-S1,1,20241026S1_Cell24_A,0.0005439151313601,52,102,A,2024Dec
stage1_MIL_Control_vs_Bile,Bile,2,1,all,2024Dec_Bile-S1,1,20241026S1_Cell26_A,0.0005383191627737,53,102,A,2024Dec
stage1_MIL_Control_vs_Bile,Bile,2,1,all,2024Dec_Bile-S1,1,20241026S1_Cell27_A,0.0005369321905101,54,102,A,2024Dec
stage1_MIL_Control_vs_Bile,Bile,2,1,all,2024Dec_Bile-S1,1,20241026S1_Cell28_A,0.0005364853884665,55,102,A,2024Dec
stage1_MIL_Control_vs_Bile,Bile,2,1,all,2024Dec_Bile-S1,1,20241026S1_Cell23_B,0.0005278315383586,56,102,B,2024Dec
stage1_MIL_Control_vs_Bile,Bile,2,1,all,2024Dec_Bile-S1,1,20241026S1_Cell17_A,0.0005270368873035,57,102,A,2024Dec
stage1_MIL_Control_vs_Bile,Bile,2,1,all,2024Dec_Bile-S1,1,20241026S1_Cell14_A,0.0005212286353595,58,102,A,2024Dec
stage1_MIL_Control_vs_Bile,Bile,2,1,all,2024Dec_Bile-S1,1,20241026S1_Cell25_A,0.0005190435777885,59,102,A,2024Dec
stage1_MIL_Control_vs_Bile,Bile,2,1,all,2024Dec_Bile-S1,1,20241026S1_Cell20_A,0.0005183465991967,60,102,A,2024Dec
stage1_MIL_Control_vs_Bile,Bile,2,1,all,2024Dec_Bile-S1,1,20241026S1_Cell21_C,0.0005174153347497,61,102,C,2024Dec
stage1_MIL_Control_vs_Bile,Bile,2,1,all,2024Dec_Bile-S1,1,20241026S1_Cell3_A,0.0005049375902367,62,102,A,2024Dec
stage1_MIL_Control_vs_Bile,Bile,2,1,all,2024Dec_Bile-S1,1,20241026S1_Cell1_C,0.00049585701973,63,102,C,2024Dec
stage1_MIL_Control_vs_Bile,Bile,2,1,all,2024Dec_Bile-S1,1,20241026S1_Cell23_A,0.0004857975126978,64,102,A,2024Dec
stage1_MIL_Control_vs_Bile,Bile,2,1,all,2024Dec_Bile-S1,1,20241026S1_Cell22_B,0.0004357408408583,65,102,B,2024Dec
stage1_MIL_Control_vs_Bile,Bile,2,1,all,2024Dec_Bile-S1,1,20241026S1_Cell22_C,0.000426467486562,66,102,C,2024Dec
stage1_MIL_Control_vs_Bile,Bile,2,1,all,2024Dec_Bile-S1,1,20241026S1_Cell18_B,0.0004235843444536,67,102,B,2024Dec
stage1_MIL_Control_vs_Bile,Bile,2,1,all,2024Dec_Bile-S1,1,20241026S1_Cell14_B,0.0004107564517263,68,102,B,2024Dec
stage1_MIL_Control_vs_Bile,Bile,2,1,all,2024Dec_Bile-S1,1,20241026S1_Cell27_B,0.0004038687386178,69,102,B,2024Dec
stage1_MIL_Control_vs_Bile,Bile,2,1,all,2024Dec_Bile-S1,1,20241026S1_Cell15_B,0.0003760378491031,70,102,B,2024Dec
stage1_MIL_Control_vs_Bile,Bile,2,1,all,2024Dec_Bile-S1,1,20241026S1_Cell5_A,0.0003754328095197,71,102,A,2024Dec
stage1_MIL_Control_vs_Bile,Bile,2,1,all,2024Dec_Bile-S1,1,20241026S1_Cell18_A,0.000356161299071,72,102,A,2024Dec
stage1_MIL_Control_vs_Bile,Bile,2,1,all,2024Dec_Bile-S1,1,20241026S1_Cell9_A,0.0003500132889811,73,102,A,2024Dec
stage1_MIL_Control_vs_Bile,Bile,2,1,all,2024Dec_Bile-S1,1,20241026S1_Cell40_C,0.0003495191058974,74,102,C,2024Dec
stage1_MIL_Control_vs_Bile,Bile,2,1,all,2024Dec_Bile-S1,1,20241026S1_Cell24_B,0.0003360971748356,75,102,B,2024Dec
stage1_MIL_Control_vs_Bile,Bile,2,1,all,2024Dec_Bile-S1,1,20241026S1_Cell2_C,0.0003193166614501,76,102,C,2024Dec
stage1_MIL_Control_vs_Bile,Bile,2,1,all,2024Dec_Bile-S1,1,20241026S1_Cell6_B,0.0003169674000535,77,102,B,2024Dec
stage1_MIL_Control_vs_Bile,Bile,2,1,all,2024Dec_Bile-S1,1,20241026S1_Cell28_B,0.0003166051737484,78,102,B,2024Dec
stage1_MIL_Control_vs_Bile,Bile,2,1,all,2024Dec_Bile-S1,1,20241026S1_Cell16_B,0.0003114110126799,79,102,B,2024Dec
stage1_MIL_Control_vs_Bile,Bile,2,1,all,2024Dec_Bile-S1,1,20241026S1_Cell26_B,0.0003090335496692,80,102,B,2024Dec
stage1_MIL_Control_vs_Bile,Bile,2,1,all,2024Dec_Bile-S1,1,20241026S1_Cell20_B,0.0002965840649781,81,102,B,2024Dec
stage1_MIL_Control_vs_Bile,Bile,2,1,all,2024Dec_Bile-S1,1,20241026S1_Cell17_B,0.0002826110237353,82,102,B,2024Dec
stage1_MIL_Control_vs_Bile,Bile,2,1,all,2024Dec_Bile-S1,1,20241026S1_Cell20_C,0.0002820867472883,83,102,C,2024Dec
stage1_MIL_Control_vs_Bile,Bile,2,1,all,2024Dec_Bile-S1,1,20241026S1_Cell21_B,0.0002772033569482,84,102,B,2024Dec
stage1_MIL_Control_vs_Bile,Bile,2,1,all,2024Dec_Bile-S1,1,20241026S1_Cell15_A,0.0002627090369532,85,102,A,2024Dec
stage1_MIL_Control_vs_Bile,Bile,2,1,all,2024Dec_Bile-S1,1,20241026S1_Cell3_B,0.0002495719160008,86,102,B,2024Dec
stage1_MIL_Control_vs_Bile,Bile,2,1,all,2024Dec_Bile-S1,1,20241026S1_Cell25_C,0.0002313102212444,87,102,C,2024Dec
stage1_MIL_Control_vs_Bile,Bile,2,1,all,2024Dec_Bile-S1,1,20241026S1_Cell7_C,0.0002244192485066,88,102,C,2024Dec
stage1_MIL_Control_vs_Bile,Bile,2,1,all,2024Dec_Bile-S1,1,20241026S1_Cell19_B,0.0002021890278473,89,102,B,2024Dec
