task,disease_label,rep,fold,base_seed,outer_seed_used,outer_tries,fixed_epochs,final_epoch_rule,E_star,n_train_patients,n_test_patients,outer_test_counts_json,inner_split_ok,inner_split_tries,inner_val_test_size,use_view_fusion,w_all,w_fp,w_ch,T,val_logloss,tuned_json_path,acc,bal_acc,macro_f1,auc,logloss,cm_flat,all_inner_best_epoch,all_inner_best_val_bal,all_inner_best_val_loss,all_final_epochs,all_pos_weight_final,all_lr,all_wd,all_dropout,all_batch_size,all_max_instances_train,all_final_ckpt_pt,all_final_ckpt_meta,fp_inner_best_epoch,fp_inner_best_val_bal,fp_inner_best_val_loss,fp_final_epochs,fp_pos_weight_final,fp_lr,fp_wd,fp_dropout,fp_batch_size,fp_max_instances_train,fp_final_ckpt_pt,fp_final_ckpt_meta,ch_inner_best_epoch,ch_inner_best_val_bal,ch_inner_best_val_loss,ch_final_epochs,ch_pos_weight_final,ch_lr,ch_wd,ch_dropout,ch_batch_size,ch_max_instances_train,ch_final_ckpt_pt,ch_final_ckpt_meta,outer_train_samples_json,outer_test_samples_json,inner_train_samples_json,inner_val_samples_json,selected_rep,task_short,task_dir,all_checkpoint_rel_dir,fp_checkpoint_rel_dir,ch_checkpoint_rel_dir
stage1_MIL_Control_vs_Liver,Liver,1,1,0,10000,1,120,median,105,47,16,"{""Control"": 8, ""Liver"": 8}",1,1,0.2,1,0.0,0.0,1.0,0.7,0.0205979578596207,./mil/paper_MIL_OUT_STAGE1_BIN_CV4_FUSION_ON_TRIPLE_allattn_control_added2/CTRL_vs_Liver/tuned/rep01_fold01_tuned.json,1.0,1.0,1.0,1.0,0.0046516335600948,"8,0,0,8",120,1.0,0.000424576253863,105,1.0434782608695652,0.0002,0.0001,0.35,8,128,./mil/paper_MIL_OUT_STAGE1_BIN_CV4_FUSION_ON_TRIPLE_allattn_control_added2/CTRL_vs_Liver/checkpoints/rep01_fold01_viewall_FINAL/model.pt,./mil/paper_MIL_OUT_STAGE1_BIN_CV4_FUSION_ON_TRIPLE_allattn_control_added2/CTRL_vs_Liver/checkpoints/rep01_fold01_viewall_FINAL/meta.json,102,1.0,0.1017170697450637,105,1.0434782608695652,0.0002,0.0001,0.35,8,128,./mil/paper_MIL_OUT_STAGE1_BIN_CV4_FUSION_ON_TRIPLE_allattn_control_added2/CTRL_vs_Liver/checkpoints/rep01_fold01_viewfp_FINAL/model.pt,./mil/paper_MIL_OUT_STAGE1_BIN_CV4_FUSION_ON_TRIPLE_allattn_control_added2/CTRL_vs_Liver/checkpoints/rep01_fold01_viewfp_FINAL/meta.json,105,1.0,0.0220026690512895,105,1.0434782608695652,0.0002,0.0001,0.35,8,128,./mil/paper_MIL_OUT_STAGE1_BIN_CV4_FUSION_ON_TRIPLE_allattn_control_added2/CTRL_vs_Liver/checkpoints/rep01_fold01_viewch_FINAL/model.pt,./mil/paper_MIL_OUT_STAGE1_BIN_CV4_FUSION_ON_TRIPLE_allattn_control_added2/CTRL_vs_Liver/checkpoints/rep01_fold01_viewch_FINAL/meta.json,"[""2024Dec_Control-S10"", ""2024Dec_Control-S2"", ""2024Dec_Control-S3"", ""2024Dec_Control-S5"", ""2024Dec_Control-S6"", ""2024Dec_Control-S7"", ""2024Dec_Control-S9"", ""2024Dec_Liver-H1"", ""2024Dec_Liver-H10"", ""2024Dec_Liver-H2"", ""2024Dec_Liver-H4"", ""2024Dec_Liver-H5"", ""2024Dec_Liver-H6"", ""2024Dec_Liver-H8"", ""2024Dec_Liver-H9"", ""20250430S24"", ""20250430S25"", ""20250430S27"", ""20250430S29"", ""20250430S30"", ""20250430S31"", ""20250430S32"", ""20250430S34"", ""20250430S35"", ""20250430S36"", ""20250430S38"", ""20250430S39"", ""2025Jan_Liver-B17"", ""2025Jan_Liver-B18"", ""2025Jan_Liver-B19"", ""2026Apr-2_Control-20260427S1"", ""2026Apr-2_Control-20260427S10"", ""2026Apr-2_Control-20260427S2"", ""2026Apr-2_Control-20260427S3"", ""2026Apr-2_Control-20260427S5"", ""2026Apr-2_Control-20260427S6"", ""2026Apr-2_Control-20260427S7"", ""2026Apr-2_Control-20260427S9"", ""2026Apr_Control-20260401S1"", ""2026Apr_Control-20260401S11"", ""2026Apr_Control-20260401S12"", ""2026Apr_Control-20260401S2"", ""2026Apr_Control-20260401S3"", ""2026Apr_Control-20260401S5"", ""2026Apr_Control-20260401S6"", ""2026Apr_Control-20260401S7"", ""2026Apr_Control-20260401S8""]","[""2024Dec_Control-S1"", ""2024Dec_Control-S4"", ""2024Dec_Control-S8"", ""2024Dec_Liver-H3"", ""2024Dec_Liver-H7"", ""20250430S26"", ""20250430S28"", ""20250430S33"", ""20250430S37"", ""2025Jan_Liver-B15"", ""2025Jan_Liver-B20"", ""2026Apr-2_Control-20260427S4"", ""2026Apr-2_Control-20260427S8"", ""2026Apr_Control-20260401S10"", ""2026Apr_Control-20260401S4"", ""2026Apr_Control-20260401S9""]","[""2024Dec_Control-S10"", ""2024Dec_Control-S2"", ""2024Dec_Control-S3"", ""2024Dec_Control-S5"", ""2024Dec_Control-S6"", ""2024Dec_Control-S7"", ""2024Dec_Liver-H1"", ""2024Dec_Liver-H10"", ""2024Dec_Liver-H4"", ""2024Dec_Liver-H6"", ""20250430S24"", ""20250430S25"", ""20250430S27"", ""20250430S29"", ""20250430S30"", ""20250430S32"", ""20250430S34"", ""20250430S35"", ""20250430S36"", ""20250430S38"", ""20250430S39"", ""2025Jan_Liver-B17"", ""2025Jan_Liver-B18"", ""2025Jan_Liver-B19"", ""2026Apr-2_Control-20260427S10"", ""2026Apr-2_Control-20260427S2"", ""2026Apr-2_Control-20260427S3"", ""2026Apr-2_Control-20260427S5"", ""2026Apr-2_Control-20260427S6"", ""2026Apr-2_Control-20260427S7"", ""2026Apr-2_Control-20260427S9"", ""2026Apr_Control-20260401S11"", ""2026Apr_Control-20260401S2"", ""2026Apr_Control-20260401S3"", ""2026Apr_Control-20260401S5"", ""2026Apr_Control-20260401S6"", ""2026Apr_Control-20260401S7""]","[""2024Dec_Control-S9"", ""2024Dec_Liver-H2"", ""2024Dec_Liver-H5"", ""2024Dec_Liver-H8"", ""2024Dec_Liver-H9"", ""20250430S31"", ""2026Apr-2_Control-20260427S1"", ""2026Apr_Control-20260401S1"", ""2026Apr_Control-20260401S12"", ""2026Apr_Control-20260401S8""]",1,control_vs_Liver,CTRL_vs_Liver,checkpoints/CTRL_vs_Liver/rep01_fold01_viewall_FINAL,checkpoints/CTRL_vs_Liver/rep01_fold01_viewfp_FINAL,checkpoints/CTRL_vs_Liver/rep01_fold01_viewch_FINAL
stage1_MIL_Control_vs_Liver,Liver,1,2,0,10000,1,120,median,110,48,15,"{""Control"": 7, ""Liver"": 8}",1,1,0.2,1,0.0,0.0,1.0,0.7,0.0069410132199524,./mil/paper_MIL_OUT_STAGE1_BIN_CV4_FUSION_ON_TRIPLE_allattn_control_added2/CTRL_vs_Liver/tuned/rep01_fold02_tuned.json,1.0,1.0,1.0,1.0,0.0093488752240855,"7,0,0,8",113,1.0,0.0009861245052888,110,1.0869565217391304,0.0002,0.0001,0.35,8,128,./mil/paper_MIL_OUT_STAGE1_BIN_CV4_FUSION_ON_TRIPLE_allattn_control_added2/CTRL_vs_Liver/checkpoints/rep01_fold02_viewall_FINAL/model.pt,./mil/paper_MIL_OUT_STAGE1_BIN_CV4_FUSION_ON_TRIPLE_allattn_control_added2/CTRL_vs_Liver/checkpoints/rep01_fold02_viewall_FINAL/meta.json,19,0.9,0.2656837105751037,110,1.0869565217391304,0.0002,0.0001,0.35,8,128,./mil/paper_MIL_OUT_STAGE1_BIN_CV4_FUSION_ON_TRIPLE_allattn_control_added2/CTRL_vs_Liver/checkpoints/rep01_fold02_viewfp_FINAL/model.pt,./mil/paper_MIL_OUT_STAGE1_BIN_CV4_FUSION_ON_TRIPLE_allattn_control_added2/CTRL_vs_Liver/checkpoints/rep01_fold02_viewfp_FINAL/meta.json,110,1.0,0.0120401624590158,110,1.0869565217391304,0.0002,0.0001,0.35,8,128,./mil/paper_MIL_OUT_STAGE1_BIN_CV4_FUSION_ON_TRIPLE_allattn_control_added2/CTRL_vs_Liver/checkpoints/rep01_fold02_viewch_FINAL/model.pt,./mil/paper_MIL_OUT_STAGE1_BIN_CV4_FUSION_ON_TRIPLE_allattn_control_added2/CTRL_vs_Liver/checkpoints/rep01_fold02_viewch_FINAL/meta.json,"[""2024Dec_Control-S1"", ""2024Dec_Control-S10"", ""2024Dec_Control-S3"", ""2024Dec_Control-S4"", ""2024Dec_Control-S5"", ""2024Dec_Control-S7"", ""2024Dec_Control-S8"", ""2024Dec_Control-S9"", ""2024Dec_Liver-H10"", ""2024Dec_Liver-H3"", ""2024Dec_Liver-H4"", ""2024Dec_Liver-H5"", ""2024Dec_Liver-H6"", ""2024Dec_Liver-H7"", ""2024Dec_Liver-H9"", ""20250430S25"", ""20250430S26"", ""20250430S27"", ""20250430S28"", ""20250430S29"", ""20250430S31"", ""20250430S32"", ""20250430S33"", ""20250430S35"", ""20250430S37"", ""20250430S38"", ""20250430S39"", ""2025Jan_Liver-B15"", ""2025Jan_Liver-B17"", ""2025Jan_Liver-B19"", ""2025Jan_Liver-B20"", ""2026Apr-2_Control-20260427S10"", ""2026Apr-2_Control-20260427S2"", ""2026Apr-2_Control-20260427S3"", ""2026Apr-2_Control-20260427S4"", ""2026Apr-2_Control-20260427S6"", ""2026Apr-2_Control-20260427S7"", ""2026Apr-2_Control-20260427S8"", ""2026Apr_Control-20260401S1"", ""2026Apr_Control-20260401S10"", ""2026Apr_Control-20260401S12"", ""2026Apr_Control-20260401S2"", ""2026Apr_Control-20260401S3"", ""2026Apr_Control-20260401S4"", ""2026Apr_Control-20260401S6"", ""2026Apr_Control-20260401S7"", ""2026Apr_Control-20260401S8"", ""2026Apr_Control-20260401S9""]","[""2024Dec_Control-S2"", ""2024Dec_Control-S6"", ""2024Dec_Liver-H1"", ""2024Dec_Liver-H2"", ""2024Dec_Liver-H8"", ""20250430S24"", ""20250430S30"", ""20250430S34"", ""20250430S36"", ""2025Jan_Liver-B18"", ""2026Apr-2_Control-20260427S1"", ""2026Apr-2_Control-20260427S5"", ""2026Apr-2_Control-20260427S9"", ""2026Apr_Control-20260401S11"", ""2026Apr_Control-20260401S5""]","[""2024Dec_Control-S1"", ""2024Dec_Control-S10"", ""2024Dec_Control-S3"", ""2024Dec_Control-S4"", ""2024Dec_Control-S5"", ""2024Dec_Control-S7"", ""2024Dec_Liver-H10"", ""2024Dec_Liver-H3"", ""2024Dec_Liver-H5"", ""2024Dec_Liver-H7"", ""20250430S25"", ""20250430S26"", ""20250430S27"", ""20250430S29"", ""20250430S31"", ""20250430S33"", ""20250430S35"", ""20250430S37"", ""20250430S38"", ""20250430S39"", ""2025Jan_Liver-B15"", ""2025Jan_Liver-B17"", ""2025Jan_Liver-B19"", ""2025Jan_Liver-B20"", ""2026Apr-2_Control-20260427S10"", ""2026Apr-2_Control-20260427S2"", ""2026Apr-2_Control-20260427S3"", ""2026Apr-2_Control-20260427S4"", ""2026Apr-2_Control-20260427S6"", ""2026Apr-2_Control-20260427S7"", ""2026Apr-2_Control-20260427S8"", ""2026Apr_Control-20260401S10"", ""2026Apr_Control-20260401S2"", ""2026Apr_Control-20260401S3"", ""2026Apr_Control-20260401S4"", ""2026Apr_Control-20260401S6"", ""2026Apr_Control-20260401S7"", ""2026Apr_Control-20260401S8""]","[""2024Dec_Control-S8"", ""2024Dec_Control-S9"", ""2024Dec_Liver-H4"", ""2024Dec_Liver-H6"", ""2024Dec_Liver-H9"", ""20250430S28"", ""20250430S32"", ""2026Apr_Control-20260401S1"", ""2026Apr_Control-20260401S12"", ""2026Apr_Control-20260401S9""]",1,control_vs_Liver,CTRL_vs_Liver,checkpoints/CTRL_vs_Liver/rep01_fold02_viewall_FINAL,checkpoints/CTRL_vs_Liver/rep01_fold02_viewfp_FINAL,checkpoints/CTRL_vs_Liver/rep01_fold02_viewch_FINAL
stage1_MIL_Control_vs_Liver,Liver,1,3,0,10000,1,120,median,95,47,16,"{""Control"": 9, ""Liver"": 7}",1,1,0.2,1,0.0,0.0,1.0,0.7,0.0258075991194214,./mil/paper_MIL_OUT_STAGE1_BIN_CV4_FUSION_ON_TRIPLE_allattn_control_added2/CTRL_vs_Liver/tuned/rep01_fold03_tuned.json,1.0,1.0,1.0,1.0,0.000684690949582,"9,0,0,7",114,1.0,7.622729754075408e-05,95,0.9583333333333334,0.0002,0.0001,0.35,8,128,./mil/paper_MIL_OUT_STAGE1_BIN_CV4_FUSION_ON_TRIPLE_allattn_control_added2/CTRL_vs_Liver/checkpoints/rep01_fold03_viewall_FINAL/model.pt,./mil/paper_MIL_OUT_STAGE1_BIN_CV4_FUSION_ON_TRIPLE_allattn_control_added2/CTRL_vs_Liver/checkpoints/rep01_fold03_viewall_FINAL/meta.json,21,0.9,0.2926724553108215,95,0.9583333333333334,0.0002,0.0001,0.35,8,128,./mil/paper_MIL_OUT_STAGE1_BIN_CV4_FUSION_ON_TRIPLE_allattn_control_added2/CTRL_vs_Liver/checkpoints/rep01_fold03_viewfp_FINAL/model.pt,./mil/paper_MIL_OUT_STAGE1_BIN_CV4_FUSION_ON_TRIPLE_allattn_control_added2/CTRL_vs_Liver/checkpoints/rep01_fold03_viewfp_FINAL/meta.json,95,1.0,0.0239898413419723,95,0.9583333333333334,0.0002,0.0001,0.35,8,128,./mil/paper_MIL_OUT_STAGE1_BIN_CV4_FUSION_ON_TRIPLE_allattn_control_added2/CTRL_vs_Liver/checkpoints/rep01_fold03_viewch_FINAL/model.pt,./mil/paper_MIL_OUT_STAGE1_BIN_CV4_FUSION_ON_TRIPLE_allattn_control_added2/CTRL_vs_Liver/checkpoints/rep01_fold03_viewch_FINAL/meta.json,"[""2024Dec_Control-S1"", ""2024Dec_Control-S2"", ""2024Dec_Control-S3"", ""2024Dec_Control-S4"", ""2024Dec_Control-S6"", ""2024Dec_Control-S7"", ""2024Dec_Control-S8"", ""2024Dec_Liver-H1"", ""2024Dec_Liver-H10"", ""2024Dec_Liver-H2"", ""2024Dec_Liver-H3"", ""2024Dec_Liver-H5"", ""2024Dec_Liver-H7"", ""2024Dec_Liver-H8"", ""2024Dec_Liver-H9"", ""20250430S24"", ""20250430S26"", ""20250430S27"", ""20250430S28"", ""20250430S30"", ""20250430S31"", ""20250430S33"", ""20250430S34"", ""20250430S35"", ""20250430S36"", ""20250430S37"", ""20250430S38"", ""2025Jan_Liver-B15"", ""2025Jan_Liver-B18"", ""2025Jan_Liver-B19"", ""2025Jan_Liver-B20"", ""2026Apr-2_Control-20260427S1"", ""2026Apr-2_Control-20260427S10"", ""2026Apr-2_Control-20260427S4"", ""2026Apr-2_Control-20260427S5"", ""2026Apr-2_Control-20260427S6"", ""2026Apr-2_Control-20260427S8"", ""2026Apr-2_Control-20260427S9"", ""2026Apr_Control-20260401S1"", ""2026Apr_Control-20260401S10"", ""2026Apr_Control-20260401S11"", ""2026Apr_Control-20260401S2"", ""2026Apr_Control-20260401S3"", ""2026Apr_Control-20260401S4"", ""2026Apr_Control-20260401S5"", ""2026Apr_Control-20260401S6"", ""2026Apr_Control-20260401S9""]","[""2024Dec_Control-S10"", ""2024Dec_Control-S5"", ""2024Dec_Control-S9"", ""2024Dec_Liver-H4"", ""2024Dec_Liver-H6"", ""20250430S25"", ""20250430S29"", ""20250430S32"", ""20250430S39"", ""2025Jan_Liver-B17"", ""2026Apr-2_Control-20260427S2"", ""2026Apr-2_Control-20260427S3"", ""2026Apr-2_Control-20260427S7"", ""2026Apr_Control-20260401S12"", ""2026Apr_Control-20260401S7"", ""2026Apr_Control-20260401S8""]","[""2024Dec_Control-S1"", ""2024Dec_Control-S2"", ""2024Dec_Control-S3"", ""2024Dec_Control-S4"", ""2024Dec_Control-S6"", ""2024Dec_Control-S7"", ""2024Dec_Liver-H1"", ""2024Dec_Liver-H10"", ""2024Dec_Liver-H3"", ""2024Dec_Liver-H7"", ""20250430S24"", ""20250430S26"", ""20250430S27"", ""20250430S28"", ""20250430S30"", ""20250430S33"", ""20250430S34"", ""20250430S35"", ""20250430S36"", ""20250430S37"", ""20250430S38"", ""2025Jan_Liver-B15"", ""2025Jan_Liver-B18"", ""2025Jan_Liver-B19"", ""2025Jan_Liver-B20"", ""2026Apr-2_Control-20260427S10"", ""2026Apr-2_Control-20260427S4"", ""2026Apr-2_Control-20260427S5"", ""2026Apr-2_Control-20260427S6"", ""2026Apr-2_Control-20260427S8"", ""2026Apr-2_Control-20260427S9"", ""2026Apr_Control-20260401S1"", ""2026Apr_Control-20260401S11"", ""2026Apr_Control-20260401S3"", ""2026Apr_Control-20260401S4"", ""2026Apr_Control-20260401S5"", ""2026Apr_Control-20260401S6""]","[""2024Dec_Control-S8"", ""2024Dec_Liver-H2"", ""2024Dec_Liver-H5"", ""2024Dec_Liver-H8"", ""2024Dec_Liver-H9"", ""20250430S31"", ""2026Apr-2_Control-20260427S1"", ""2026Apr_Control-20260401S10"", ""2026Apr_Control-20260401S2"", ""2026Apr_Control-20260401S9""]",1,control_vs_Liver,CTRL_vs_Liver,checkpoints/CTRL_vs_Liver/rep01_fold03_viewall_FINAL,checkpoints/CTRL_vs_Liver/rep01_fold03_viewfp_FINAL,checkpoints/CTRL_vs_Liver/rep01_fold03_viewch_FINAL
stage1_MIL_Control_vs_Liver,Liver,1,4,0,10000,1,120,median,97,47,16,"{""Control"": 8, ""Liver"": 8}",1,1,0.2,1,0.0,0.2,0.8,0.7,0.1195129308992849,./mil/paper_MIL_OUT_STAGE1_BIN_CV4_FUSION_ON_TRIPLE_allattn_control_added2/CTRL_vs_Liver/tuned/rep01_fold04_tuned.json,0.875,0.875,0.875,0.984375,0.5202503745407413,"7,1,1,7",97,1.0,0.0014970559859648,97,1.0434782608695652,0.0002,0.0001,0.35,8,128,./mil/paper_MIL_OUT_STAGE1_BIN_CV4_FUSION_ON_TRIPLE_allattn_control_added2/CTRL_vs_Liver/checkpoints/rep01_fold04_viewall_FINAL/model.pt,./mil/paper_MIL_OUT_STAGE1_BIN_CV4_FUSION_ON_TRIPLE_allattn_control_added2/CTRL_vs_Liver/checkpoints/rep01_fold04_viewall_FINAL/meta.json,118,1.0,0.0010705577442422,97,1.0434782608695652,0.0002,0.0001,0.35,8,128,./mil/paper_MIL_OUT_STAGE1_BIN_CV4_FUSION_ON_TRIPLE_allattn_control_added2/CTRL_vs_Liver/checkpoints/rep01_fold04_viewfp_FINAL/model.pt,./mil/paper_MIL_OUT_STAGE1_BIN_CV4_FUSION_ON_TRIPLE_allattn_control_added2/CTRL_vs_Liver/checkpoints/rep01_fold04_viewfp_FINAL/meta.json,16,0.8,0.1375111639499664,97,1.0434782608695652,0.0002,0.0001,0.35,8,128,./mil/paper_MIL_OUT_STAGE1_BIN_CV4_FUSION_ON_TRIPLE_allattn_control_added2/CTRL_vs_Liver/checkpoints/rep01_fold04_viewch_FINAL/model.pt,./mil/paper_MIL_OUT_STAGE1_BIN_CV4_FUSION_ON_TRIPLE_allattn_control_added2/CTRL_vs_Liver/checkpoints/rep01_fold04_viewch_FINAL/meta.json,"[""2024Dec_Control-S1"", ""2024Dec_Control-S10"", ""2024Dec_Control-S2"", ""2024Dec_Control-S4"", ""2024Dec_Control-S5"", ""2024Dec_Control-S6"", ""2024Dec_Control-S8"", ""2024Dec_Control-S9"", ""2024Dec_Liver-H1"", ""2024Dec_Liver-H2"", ""2024Dec_Liver-H3"", ""2024Dec_Liver-H4"", ""2024Dec_Liver-H6"", ""2024Dec_Liver-H7"", ""2024Dec_Liver-H8"", ""20250430S24"", ""20250430S25"", ""20250430S26"", ""20250430S28"", ""20250430S29"", ""20250430S30"", ""20250430S32"", ""20250430S33"", ""20250430S34"", ""20250430S36"", ""20250430S37"", ""20250430S39"", ""2025Jan_Liver-B15"", ""2025Jan_Liver-B17"", ""2025Jan_Liver-B18"", ""2025Jan_Liver-B20"", ""2026Apr-2_Control-20260427S1"", ""2026Apr-2_Control-20260427S2"", ""2026Apr-2_Control-20260427S3"", ""2026Apr-2_Control-20260427S4"", ""2026Apr-2_Control-20260427S5"", ""2026Apr-2_Control-20260427S7"", ""2026Apr-2_Control-20260427S8"", ""2026Apr-2_Control-20260427S9"", ""2026Apr_Control-20260401S10"", ""2026Apr_Control-20260401S11"", ""2026Apr_Control-20260401S12"", ""2026Apr_Control-20260401S4"", ""2026Apr_Control-20260401S5"", ""2026Apr_Control-20260401S7"", ""2026Apr_Control-20260401S8"", ""2026Apr_Control-20260401S9""]","[""2024Dec_Control-S3"", ""2024Dec_Control-S7"", ""2024Dec_Liver-H10"", ""2024Dec_Liver-H5"", ""2024Dec_Liver-H9"", ""20250430S27"", ""20250430S31"", ""20250430S35"", ""20250430S38"", ""2025Jan_Liver-B19"", ""2026Apr-2_Control-20260427S10"", ""2026Apr-2_Control-20260427S6"", ""2026Apr_Control-20260401S1"", ""2026Apr_Control-20260401S2"", ""2026Apr_Control-20260401S3"", ""2026Apr_Control-20260401S6""]","[""2024Dec_Control-S1"", ""2024Dec_Control-S10"", ""2024Dec_Control-S2"", ""2024Dec_Control-S4"", ""2024Dec_Control-S5"", ""2024Dec_Control-S6"", ""2024Dec_Liver-H1"", ""2024Dec_Liver-H2"", ""2024Dec_Liver-H4"", ""2024Dec_Liver-H7"", ""20250430S25"", ""20250430S26"", ""20250430S28"", ""20250430S29"", ""20250430S30"", ""20250430S33"", ""20250430S34"", ""20250430S36"", ""20250430S37"", ""20250430S39"", ""2025Jan_Liver-B15"", ""2025Jan_Liver-B17"", ""2025Jan_Liver-B18"", ""2025Jan_Liver-B20"", ""2026Apr-2_Control-20260427S1"", ""2026Apr-2_Control-20260427S2"", ""2026Apr-2_Control-20260427S3"", ""2026Apr-2_Control-20260427S4"", ""2026Apr-2_Control-20260427S5"", ""2026Apr-2_Control-20260427S7"", ""2026Apr-2_Control-20260427S8"", ""2026Apr_Control-20260401S10"", ""2026Apr_Control-20260401S12"", ""2026Apr_Control-20260401S4"", ""2026Apr_Control-20260401S5"", ""2026Apr_Control-20260401S7"", ""2026Apr_Control-20260401S8""]","[""2024Dec_Control-S8"", ""2024Dec_Control-S9"", ""2024Dec_Liver-H3"", ""2024Dec_Liver-H6"", ""2024Dec_Liver-H8"", ""20250430S24"", ""20250430S32"", ""2026Apr-2_Control-20260427S9"", ""2026Apr_Control-20260401S11"", ""2026Apr_Control-20260401S9""]",1,control_vs_Liver,CTRL_vs_Liver,checkpoints/CTRL_vs_Liver/rep01_fold04_viewall_FINAL,checkpoints/CTRL_vs_Liver/rep01_fold04_viewfp_FINAL,checkpoints/CTRL_vs_Liver/rep01_fold04_viewch_FINAL
