rep,fold,outer_seed_used,outer_tries,samplekey_mode,use_view_fusion,w_all,w_fp,w_ch,T,E_star,acc,bal_acc,macro_f1,auc_ovr,logloss,cm_flat,all_ckpt_file,all_final_epochs,fp_ckpt_file,fp_final_epochs,ch_ckpt_file,ch_final_epochs,max_epochs_fixed,final_epoch_rule,n_train_patients,n_test_patients,outer_test_counts_json,tuned_json
5,1,10004,1,basic,1,0.4,0.4,0.1999999999999999,0.7,107,0.875,0.8665223665223665,0.8785996612083569,0.9612740200975496,0.49765365541437,"10,1,0,1,6,0,1,0,5",rep05_fold01_viewall_E107.pt,107,rep05_fold01_viewfp_E107.pt,107,rep05_fold01_viewch_E107.pt,107,120,median,71,24,"{""Liver"": 7, ""Bile"": 11, ""Pancreas"": 6}",rep05_fold01_tuned.json
5,2,10004,1,basic,1,0.0,0.6000000000000001,0.3999999999999999,0.7,73,0.7916666666666666,0.7996031746031745,0.7936274509803921,0.9031006847183316,1.0537194810159085,"6,2,1,1,6,0,1,0,7",rep05_fold02_viewall_E073.pt,73,rep05_fold02_viewfp_E073.pt,73,rep05_fold02_viewch_E073.pt,73,120,median,71,24,"{""Liver"": 7, ""Bile"": 9, ""Pancreas"": 8}",rep05_fold02_tuned.json
5,3,10004,1,basic,1,0.6000000000000001,0.0,0.3999999999999999,0.7,99,0.9565217391304348,0.9666666666666668,0.9521531100478468,0.9871794871794872,0.3599076601211955,"9,0,1,0,8,0,0,0,5",rep05_fold03_viewall_E099.pt,99,rep05_fold03_viewfp_E099.pt,99,rep05_fold03_viewch_E099.pt,99,120,median,72,23,"{""Liver"": 8, ""Bile"": 10, ""Pancreas"": 5}",rep05_fold03_tuned.json
5,4,10004,1,basic,1,0.1,0.8,0.0999999999999999,0.7,113,0.9166666666666666,0.925925925925926,0.9151484480431848,0.9716049382716048,0.2925178512381042,"7,1,1,0,9,0,0,0,6",rep05_fold04_viewall_E113.pt,113,rep05_fold04_viewfp_E113.pt,113,rep05_fold04_viewch_E113.pt,113,120,median,71,24,"{""Liver"": 9, ""Bile"": 9, ""Pancreas"": 6}",rep05_fold04_tuned.json
