rep,fold,view,SampleKey,cell_id,attn_weight,attn_rank,n_cells,y_true,y_true_name,y_pred,y_pred_name,correct,p_Liver,p_Bile,p_Pancreas
9,2,ch,2024Dec_Bile-S2,20241026S2_Cell36_C,0.1522998958826065,1,101,0,Liver,1,Bile,0,0.34830527635266345,0.6515999808329682,9.474281371661474e-05
9,2,ch,2024Dec_Bile-S2,20241026S2_Cell14_C,0.07614635676145554,2,101,0,Liver,1,Bile,0,0.34830527635266345,0.6515999808329682,9.474281371661474e-05
9,2,ch,2024Dec_Bile-S2,20241026S2_Cell4_B,0.040117260068655014,3,101,0,Liver,1,Bile,0,0.34830527635266345,0.6515999808329682,9.474281371661474e-05
9,2,ch,2024Dec_Bile-S2,20241026S2_Cell28_A,0.03373594209551811,4,101,0,Liver,1,Bile,0,0.34830527635266345,0.6515999808329682,9.474281371661474e-05
9,2,ch,2024Dec_Bile-S2,20241026S2_Cell31_B,0.021728526800870895,5,101,0,Liver,1,Bile,0,0.34830527635266345,0.6515999808329682,9.474281371661474e-05
9,2,ch,2024Dec_Bile-S2,20241026S2_Cell7_B,0.019808368757367134,6,101,0,Liver,1,Bile,0,0.34830527635266345,0.6515999808329682,9.474281371661474e-05
9,2,ch,2024Dec_Bile-S2,20241026S2_Cell17_A,0.01964453049004078,7,101,0,Liver,1,Bile,0,0.34830527635266345,0.6515999808329682,9.474281371661474e-05
9,2,ch,2024Dec_Bile-S2,20241026S2_Cell19_A,0.017291244119405746,8,101,0,Liver,1,Bile,0,0.34830527635266345,0.6515999808329682,9.474281371661474e-05
9,2,ch,2024Dec_Bile-S2,20241026S2_Cell8_C,0.01677856780588627,9,101,0,Liver,1,Bile,0,0.34830527635266345,0.6515999808329682,9.474281371661474e-05
9,2,ch,2024Dec_Bile-S2,20241026S2_Cell11_B,0.015777675434947014,10,101,0,Liver,1,Bile,0,0.34830527635266345,0.6515999808329682,9.474281371661474e-05
9,2,ch,2024Dec_Bile-S2,20241026S2_Cell7_A,0.015742678195238113,11,101,0,Liver,1,Bile,0,0.34830527635266345,0.6515999808329682,9.474281371661474e-05
9,2,ch,2024Dec_Bile-S2,20241026S2_Cell13_A,0.01564784348011017,12,101,0,Liver,1,Bile,0,0.34830527635266345,0.6515999808329682,9.474281371661474e-05
9,2,ch,2024Dec_Bile-S2,20241026S2_Cell7_C,0.015459779649972916,13,101,0,Liver,1,Bile,0,0.34830527635266345,0.6515999808329682,9.474281371661474e-05
9,2,ch,2024Dec_Bile-S2,20241026S2_Cell27_A,0.015083636157214642,14,101,0,Liver,1,Bile,0,0.34830527635266345,0.6515999808329682,9.474281371661474e-05
9,2,ch,2024Dec_Bile-S2,20241026S2_Cell33_C,0.014694620855152607,15,101,0,Liver,1,Bile,0,0.34830527635266345,0.6515999808329682,9.474281371661474e-05
9,2,ch,2024Dec_Bile-S2,20241026S2_Cell9_A,0.014570510946214199,16,101,0,Liver,1,Bile,0,0.34830527635266345,0.6515999808329682,9.474281371661474e-05
9,2,ch,2024Dec_Bile-S2,20241026S2_Cell21_A,0.013919536955654621,17,101,0,Liver,1,Bile,0,0.34830527635266345,0.6515999808329682,9.474281371661474e-05
9,2,ch,2024Dec_Bile-S2,20241026S2_Cell8_B,0.013246363960206509,18,101,0,Liver,1,Bile,0,0.34830527635266345,0.6515999808329682,9.474281371661474e-05
9,2,ch,2024Dec_Bile-S2,20241026S2_Cell1_B,0.012729850597679615,19,101,0,Liver,1,Bile,0,0.34830527635266345,0.6515999808329682,9.474281371661474e-05
9,2,ch,2024Dec_Bile-S2,20241026S2_Cell14_A,0.012596234679222107,20,101,0,Liver,1,Bile,0,0.34830527635266345,0.6515999808329682,9.474281371661474e-05
9,2,ch,2024Dec_Bile-S2,20241026S2_Cell3_B,0.012082742527127266,21,101,0,Liver,1,Bile,0,0.34830527635266345,0.6515999808329682,9.474281371661474e-05
9,2,ch,2024Dec_Bile-S2,20241026S2_Cell22_B,0.012072177603840828,22,101,0,Liver,1,Bile,0,0.34830527635266345,0.6515999808329682,9.474281371661474e-05
