rep,fold,outer_seed_used,outer_tries,samplekey_mode,use_view_fusion,w_all,w_fp,w_ch,T,E_star,acc,bal_acc,macro_f1,auc_ovr,logloss,cm_flat,all_ckpt_file,all_final_epochs,fp_ckpt_file,fp_final_epochs,ch_ckpt_file,ch_final_epochs,max_epochs_fixed,final_epoch_rule,n_train_patients,n_test_patients,outer_test_counts_json,tuned_json
9,1,10008,1,basic,1,0.4,0.3,0.2999999999999999,2.0,65,0.8421052631578947,0.8571428571428571,0.8614718614718614,0.9841269841269842,0.4086920086965156,"9,0,0,3,4,0,0,0,3",rep09_fold01_viewall_E065.pt,65,rep09_fold01_viewfp_E065.pt,65,rep09_fold01_viewch_E065.pt,65,120,median,76,19,"{""Liver"": 7, ""Bile"": 9, ""Pancreas"": 3}",rep09_fold01_tuned.json
9,2,10008,1,basic,1,0.0,0.5,0.5,0.7,111,0.7894736842105263,0.8194444444444445,0.7975357975357976,0.9221889221889222,0.8114671488730847,"5,2,1,1,5,0,0,0,5",rep09_fold02_viewall_E111.pt,111,rep09_fold02_viewfp_E111.pt,111,rep09_fold02_viewch_E111.pt,111,120,median,76,19,"{""Liver"": 6, ""Bile"": 8, ""Pancreas"": 5}",rep09_fold02_tuned.json
9,3,10008,1,basic,1,0.6000000000000001,0.1,0.2999999999999999,2.0,101,0.8947368421052632,0.8916666666666666,0.8916666666666666,0.9829004329004328,0.3263258800805556,"7,1,0,1,4,0,0,0,6",rep09_fold03_viewall_E101.pt,101,rep09_fold03_viewfp_E101.pt,101,rep09_fold03_viewch_E101.pt,101,120,median,76,19,"{""Liver"": 5, ""Bile"": 8, ""Pancreas"": 6}",rep09_fold03_tuned.json
9,4,10008,1,basic,1,0.0,0.7000000000000001,0.2999999999999999,0.7,29,0.631578947368421,0.6305555555555555,0.6313131313131314,0.873112998112998,0.6950901219197825,"5,0,3,1,4,1,1,1,3",rep09_fold04_viewall_E029.pt,29,rep09_fold04_viewfp_E029.pt,29,rep09_fold04_viewch_E029.pt,29,120,median,76,19,"{""Liver"": 6, ""Bile"": 8, ""Pancreas"": 5}",rep09_fold04_tuned.json
9,5,10008,1,basic,1,0.0,0.7000000000000001,0.2999999999999999,2.0,87,0.8421052631578947,0.8412698412698413,0.8358308358308358,0.9749694749694752,0.3325297119177127,"4,1,1,1,6,0,0,0,6",rep09_fold05_viewall_E087.pt,87,rep09_fold05_viewfp_E087.pt,87,rep09_fold05_viewch_E087.pt,87,120,median,76,19,"{""Liver"": 7, ""Bile"": 6, ""Pancreas"": 6}",rep09_fold05_tuned.json
