SampleKey,rep,fold,view,y_true,y_true_name,y_pred,y_pred_name,correct,rank,cell_idx_in_bag,cell_id,attn_w
2024Dec_Bile-S1,1,1,all,0,Liver,0,Liver,1,1,83,20241026S1_Cell4_C,0.0943110734224319
2024Dec_Bile-S1,1,1,all,0,Liver,0,Liver,1,2,29,20241026S1_Cell18_C,0.0688763484358787
2024Dec_Bile-S1,1,1,all,0,Liver,0,Liver,1,3,53,20241026S1_Cell25_C,0.0529295317828655
2024Dec_Bile-S1,1,1,all,0,Liver,0,Liver,1,4,23,20241026S1_Cell16_C,0.0441236793994903
2024Dec_Bile-S1,1,1,all,0,Liver,0,Liver,1,5,101,20241026S1_Cell9_C,0.0381828397512435
2024Dec_Bile-S1,1,1,all,0,Liver,0,Liver,1,6,9,20241026S1_Cell12_A,0.037734180688858
2024Dec_Bile-S1,1,1,all,0,Liver,0,Liver,1,7,56,20241026S1_Cell26_C,0.0364472121000289
2024Dec_Bile-S1,1,1,all,0,Liver,0,Liver,1,8,8,20241026S1_Cell11_C,0.0352504663169384
2024Dec_Bile-S1,1,1,all,0,Liver,0,Liver,1,9,38,20241026S1_Cell20_C,0.0314109064638614
2024Dec_Bile-S1,1,1,all,0,Liver,0,Liver,1,10,26,20241026S1_Cell17_C,0.0297379586845636
2024Dec_Bile-S1,1,1,all,0,Liver,0,Liver,1,11,5,20241026S1_Cell10_C,0.0247535724192857
2024Dec_Bile-S1,1,1,all,0,Liver,0,Liver,1,12,89,20241026S1_Cell5_C,0.0237473547458648
2024Dec_Bile-S1,1,1,all,0,Liver,0,Liver,1,13,50,20241026S1_Cell24_C,0.0232378896325826
2024Dec_Bile-S1,1,1,all,0,Liver,0,Liver,1,14,41,20241026S1_Cell21_C,0.0199536234140396
2024Dec_Bile-S1,1,1,all,0,Liver,0,Liver,1,15,44,20241026S1_Cell22_C,0.0191812999546527
2024Dec_Bile-S1,1,1,all,0,Liver,0,Liver,1,16,11,20241026S1_Cell12_C,0.0182122513651847
2024Dec_Bile-S1,1,1,all,0,Liver,0,Liver,1,17,86,20241026S1_Cell42_C,0.0174611322581768
2024Dec_Bile-S1,1,1,all,0,Liver,0,Liver,1,18,32,20241026S1_Cell19_C,0.0168221741914749
2024Dec_Bile-S1,1,1,all,0,Liver,0,Liver,1,19,65,20241026S1_Cell29_C,0.0165186300873756
2024Dec_Bile-S1,1,1,all,0,Liver,0,Liver,1,20,59,20241026S1_Cell27_C,0.0161823239177465
2024Dec_Bile-S1,1,1,all,0,Liver,0,Liver,1,21,14,20241026S1_Cell13_C,0.0142932366579771
2024Dec_Bile-S1,1,1,all,0,Liver,0,Liver,1,22,40,20241026S1_Cell21_B,0.0142668709158897
2024Dec_Bile-S1,1,1,all,0,Liver,0,Liver,1,23,88,20241026S1_Cell5_B,0.0140522746369242
2024Dec_Bile-S1,1,1,all,0,Liver,0,Liver,1,24,62,20241026S1_Cell28_C,0.0110167451202869
2024Dec_Bile-S1,1,1,all,0,Liver,0,Liver,1,25,17,20241026S1_Cell14_C,0.0108465505763888
2024Dec_Bile-S1,1,1,all,0,Liver,0,Liver,1,26,72,20241026S1_Cell31_C,0.0107325483113527
2024Dec_Bile-S1,1,1,all,0,Liver,0,Liver,1,27,80,20241026S1_Cell39_C,0.0094972653314471
2024Dec_Bile-S1,1,1,all,0,Liver,0,Liver,1,28,71,20241026S1_Cell30_C,0.0092169595882296
2024Dec_Bile-S1,1,1,all,0,Liver,0,Liver,1,29,6,20241026S1_Cell11_A,0.0086488332599401
2024Dec_Bile-S1,1,1,all,0,Liver,0,Liver,1,30,55,20241026S1_Cell26_B,0.0085291992872953
2024Dec_Bile-S1,1,1,all,0,Liver,0,Liver,1,31,18,20241026S1_Cell15_A,0.0077075930312275
2024Dec_Bile-S1,1,1,all,0,Liver,0,Liver,1,32,28,20241026S1_Cell18_B,0.0074852514080703
2024Dec_Bile-S1,1,1,all,0,Liver,0,Liver,1,33,77,20241026S1_Cell36_C,0.0072477385401725
2024Dec_Bile-S1,1,1,all,0,Liver,0,Liver,1,34,78,20241026S1_Cell37_C,0.0068804300390183
2024Dec_Bile-S1,1,1,all,0,Liver,0,Liver,1,35,76,20241026S1_Cell35_C,0.0068733319640159
2024Dec_Bile-S1,1,1,all,0,Liver,0,Liver,1,36,13,20241026S1_Cell13_B,0.0067961774766445
2024Dec_Bile-S1,1,1,all,0,Liver,0,Liver,1,37,46,20241026S1_Cell23_B,0.0067907921038568
2024Dec_Bile-S1,1,1,all,0,Liver,0,Liver,1,38,98,20241026S1_Cell8_C,0.0065374299883842
2024Dec_Bile-S1,1,1,all,0,Liver,0,Liver,1,39,61,20241026S1_Cell28_B,0.006103194784373
2024Dec_Bile-S1,1,1,all,0,Liver,0,Liver,1,40,95,20241026S1_Cell7_C,0.0060029248706996
2024Dec_Bile-S1,1,1,all,0,Liver,0,Liver,1,41,52,20241026S1_Cell25_B,0.0058484938926994
2024Dec_Bile-S1,1,1,all,0,Liver,0,Liver,1,42,66,20241026S1_Cell3_A,0.0055810995399951
2024Dec_Bile-S1,1,1,all,0,Liver,0,Liver,1,43,85,20241026S1_Cell41_C,0.0052118673920631
2024Dec_Bile-S1,1,1,all,0,Liver,0,Liver,1,44,25,20241026S1_Cell17_B,0.0051426901482045
2024Dec_Bile-S1,1,1,all,0,Liver,0,Liver,1,45,33,20241026S1_Cell2_A,0.0049242004752159
2024Dec_Bile-S1,1,1,all,0,Liver,0,Liver,1,46,30,20241026S1_Cell19_A,0.0048011201433837
2024Dec_Bile-S1,1,1,all,0,Liver,0,Liver,1,47,49,20241026S1_Cell24_B,0.0045591103844344
2024Dec_Bile-S1,1,1,all,0,Liver,0,Liver,1,48,42,20241026S1_Cell22_A,0.0042955302633345
2024Dec_Bile-S1,1,1,all,0,Liver,0,Liver,1,49,31,20241026S1_Cell19_B,0.0042665344662964
2024Dec_Bile-S1,1,1,all,0,Liver,0,Liver,1,50,73,20241026S1_Cell32_C,0.0042183441109955
2024Dec_Bile-S1,1,1,all,0,Liver,0,Liver,1,51,63,20241026S1_Cell29_A,0.0041138799861073
2024Dec_Bile-S1,1,1,all,0,Liver,0,Liver,1,52,1,20241026S1_Cell1_B,0.0039618839509785
2024Dec_Bile-S1,1,1,all,0,Liver,0,Liver,1,53,27,20241026S1_Cell18_A,0.0038166989106684
2024Dec_Bile-S1,1,1,all,0,Liver,0,Liver,1,54,16,20241026S1_Cell14_B,0.0037969620898365
2024Dec_Bile-S1,1,1,all,0,Liver,0,Liver,1,55,67,20241026S1_Cell3_B,0.0036654046270996
2024Dec_Bile-S1,1,1,all,0,Liver,0,Liver,1,56,82,20241026S1_Cell4_B,0.0036084402818232
2024Dec_Bile-S1,1,1,all,0,Liver,0,Liver,1,57,48,20241026S1_Cell24_A,0.0035695121623575
2024Dec_Bile-S1,1,1,all,0,Liver,0,Liver,1,58,87,20241026S1_Cell5_A,0.0035065861884504
2024Dec_Bile-S1,1,1,all,0,Liver,0,Liver,1,59,58,20241026S1_Cell27_B,0.0034659693483263
2024Dec_Bile-S1,1,1,all,0,Liver,0,Liver,1,60,81,20241026S1_Cell4_A,0.0034140965435653
2024Dec_Bile-S1,1,1,all,0,Liver,0,Liver,1,61,90,20241026S1_Cell6_A,0.0032855065073817
2024Dec_Bile-S1,1,1,all,0,Liver,0,Liver,1,62,99,20241026S1_Cell9_A,0.0030876193195581
2024Dec_Bile-S1,1,1,all,0,Liver,0,Liver,1,63,69,20241026S1_Cell30_A,0.002942836144939
2024Dec_Bile-S1,1,1,all,0,Liver,0,Liver,1,64,51,20241026S1_Cell25_A,0.0029229479841887
2024Dec_Bile-S1,1,1,all,0,Liver,0,Liver,1,65,0,20241026S1_Cell1_A,0.0028868257068097
2024Dec_Bile-S1,1,1,all,0,Liver,0,Liver,1,66,91,20241026S1_Cell6_B,0.0028023815248161
2024Dec_Bile-S1,1,1,all,0,Liver,0,Liver,1,67,22,20241026S1_Cell16_B,0.0026311776600778
2024Dec_Bile-S1,1,1,all,0,Liver,0,Liver,1,68,60,20241026S1_Cell28_A,0.0025846373755484
2024Dec_Bile-S1,1,1,all,0,Liver,0,Liver,1,69,43,20241026S1_Cell22_B,0.002578214276582
2024Dec_Bile-S1,1,1,all,0,Liver,0,Liver,1,70,54,20241026S1_Cell26_A,0.0024826272856444
2024Dec_Bile-S1,1,1,all,0,Liver,0,Liver,1,71,19,20241026S1_Cell15_B,0.0024621908087283
2024Dec_Bile-S1,1,1,all,0,Liver,0,Liver,1,72,75,20241026S1_Cell34_C,0.002440531970933
2024Dec_Bile-S1,1,1,all,0,Liver,0,Liver,1,73,15,20241026S1_Cell14_A,0.0023711072281003
2024Dec_Bile-S1,1,1,all,0,Liver,0,Liver,1,74,37,20241026S1_Cell20_B,0.0023616920225322
2024Dec_Bile-S1,1,1,all,0,Liver,0,Liver,1,75,24,20241026S1_Cell17_A,0.0023494958877563
2024Dec_Bile-S1,1,1,all,0,Liver,0,Liver,1,76,3,20241026S1_Cell10_A,0.0022811661474406
2024Dec_Bile-S1,1,1,all,0,Liver,0,Liver,1,77,92,20241026S1_Cell6_C,0.0020728772506117
2024Dec_Bile-S1,1,1,all,0,Liver,0,Liver,1,78,74,20241026S1_Cell33_C,0.0020225350745022
2024Dec_Bile-S1,1,1,all,0,Liver,0,Liver,1,79,93,20241026S1_Cell7_A,0.0019683695863932
2024Dec_Bile-S1,1,1,all,0,Liver,0,Liver,1,80,39,20241026S1_Cell21_A,0.0018147269729524
2024Dec_Bile-S1,1,1,all,0,Liver,0,Liver,1,81,96,20241026S1_Cell8_A,0.0017525955336168
2024Dec_Bile-S1,1,1,all,0,Liver,0,Liver,1,82,12,20241026S1_Cell13_A,0.0015316505450755
2024Dec_Bile-S1,1,1,all,0,Liver,0,Liver,1,83,79,20241026S1_Cell38_C,0.0014997620601207
2024Dec_Bile-S1,1,1,all,0,Liver,0,Liver,1,84,45,20241026S1_Cell23_A,0.0014763880753889
2024Dec_Bile-S1,1,1,all,0,Liver,0,Liver,1,85,36,20241026S1_Cell20_A,0.0013581350212916
2024Dec_Bile-S1,1,1,all,0,Liver,0,Liver,1,86,94,20241026S1_Cell7_B,0.0012875590473413
2024Dec_Bile-S1,1,1,all,0,Liver,0,Liver,1,87,47,20241026S1_Cell23_C,0.0012560199247673
2024Dec_Bile-S1,1,1,all,0,Liver,0,Liver,1,88,57,20241026S1_Cell27_A,0.0010746197076514
2024Dec_Bile-S1,1,1,all,0,Liver,0,Liver,1,89,70,20241026S1_Cell30_B,0.0010563608957454
2024Dec_Bile-S1,1,1,all,0,Liver,0,Liver,1,90,20,20241026S1_Cell15_C,0.0010135006159543
2024Dec_Bile-S1,1,1,all,0,Liver,0,Liver,1,91,34,20241026S1_Cell2_B,0.0009194369777105
2024Dec_Bile-S1,1,1,all,0,Liver,0,Liver,1,92,64,20241026S1_Cell29_B,0.0007855925359763
2024Dec_Bile-S1,1,1,all,0,Liver,0,Liver,1,93,35,20241026S1_Cell2_C,0.0007060992647893
2024Dec_Bile-S1,1,1,all,0,Liver,0,Liver,1,94,84,20241026S1_Cell40_C,0.0007041455246508
2024Dec_Bile-S1,1,1,all,0,Liver,0,Liver,1,95,2,20241026S1_Cell1_C,0.0007021036581136
2024Dec_Bile-S1,1,1,all,0,Liver,0,Liver,1,96,4,20241026S1_Cell10_B,0.0005948771140538
2024Dec_Bile-S1,1,1,all,0,Liver,0,Liver,1,97,68,20241026S1_Cell3_C,0.0004610297328326
2024Dec_Bile-S1,1,1,all,0,Liver,0,Liver,1,98,21,20241026S1_Cell16_A,0.0003456578997429
2024Dec_Bile-S1,1,1,all,0,Liver,0,Liver,1,99,10,20241026S1_Cell12_B,0.0003374796360731
2024Dec_Bile-S1,1,1,all,0,Liver,0,Liver,1,100,100,20241026S1_Cell9_B,0.0002876928774639
2024Dec_Bile-S1,1,1,all,0,Liver,0,Liver,1,101,7,20241026S1_Cell11_B,7.890734559623525e-05
2024Dec_Bile-S1,1,1,all,0,Liver,0,Liver,1,102,97,20241026S1_Cell8_B,5.269713074085303e-05
2024Dec_Bile-S1,1,1,fp,0,Liver,0,Liver,1,1,25,20241026S1_Cell17_B,0.0410368107259273
2024Dec_Bile-S1,1,1,fp,0,Liver,0,Liver,1,2,13,20241026S1_Cell13_B,0.0402669608592987
2024Dec_Bile-S1,1,1,fp,0,Liver,0,Liver,1,3,83,20241026S1_Cell4_C,0.039924006909132
2024Dec_Bile-S1,1,1,fp,0,Liver,0,Liver,1,4,52,20241026S1_Cell25_B,0.0393044278025627
2024Dec_Bile-S1,1,1,fp,0,Liver,0,Liver,1,5,46,20241026S1_Cell23_B,0.0298948884010314
2024Dec_Bile-S1,1,1,fp,0,Liver,0,Liver,1,6,28,20241026S1_Cell18_B,0.0280592329800128
2024Dec_Bile-S1,1,1,fp,0,Liver,0,Liver,1,7,49,20241026S1_Cell24_B,0.0254950746893882
2024Dec_Bile-S1,1,1,fp,0,Liver,0,Liver,1,8,6,20241026S1_Cell11_A,0.0242813527584075
2024Dec_Bile-S1,1,1,fp,0,Liver,0,Liver,1,9,9,20241026S1_Cell12_A,0.0236373022198677
2024Dec_Bile-S1,1,1,fp,0,Liver,0,Liver,1,10,18,20241026S1_Cell15_A,0.0234942212700843
2024Dec_Bile-S1,1,1,fp,0,Liver,0,Liver,1,11,43,20241026S1_Cell22_B,0.0232375729829072
2024Dec_Bile-S1,1,1,fp,0,Liver,0,Liver,1,12,16,20241026S1_Cell14_B,0.0225887428969144
2024Dec_Bile-S1,1,1,fp,0,Liver,0,Liver,1,13,37,20241026S1_Cell20_B,0.0220746528357267
2024Dec_Bile-S1,1,1,fp,0,Liver,0,Liver,1,14,55,20241026S1_Cell26_B,0.0207466706633567
2024Dec_Bile-S1,1,1,fp,0,Liver,0,Liver,1,15,53,20241026S1_Cell25_C,0.0201171115040779
2024Dec_Bile-S1,1,1,fp,0,Liver,0,Liver,1,16,86,20241026S1_Cell42_C,0.019946115091443
2024Dec_Bile-S1,1,1,fp,0,Liver,0,Liver,1,17,22,20241026S1_Cell16_B,0.019770698621869
2024Dec_Bile-S1,1,1,fp,0,Liver,0,Liver,1,18,40,20241026S1_Cell21_B,0.0197272393852472
2024Dec_Bile-S1,1,1,fp,0,Liver,0,Liver,1,19,29,20241026S1_Cell18_C,0.0192557182163
2024Dec_Bile-S1,1,1,fp,0,Liver,0,Liver,1,20,63,20241026S1_Cell29_A,0.0190868377685546
2024Dec_Bile-S1,1,1,fp,0,Liver,0,Liver,1,21,21,20241026S1_Cell16_A,0.0185462851077318
2024Dec_Bile-S1,1,1,fp,0,Liver,0,Liver,1,22,33,20241026S1_Cell2_A,0.0181555245071649
2024Dec_Bile-S1,1,1,fp,0,Liver,0,Liver,1,23,3,20241026S1_Cell10_A,0.0170761011540889
2024Dec_Bile-S1,1,1,fp,0,Liver,0,Liver,1,24,31,20241026S1_Cell19_B,0.0169414356350898
2024Dec_Bile-S1,1,1,fp,0,Liver,0,Liver,1,25,24,20241026S1_Cell17_A,0.0163968186825513
2024Dec_Bile-S1,1,1,fp,0,Liver,0,Liver,1,26,99,20241026S1_Cell9_A,0.0163531694561243
2024Dec_Bile-S1,1,1,fp,0,Liver,0,Liver,1,27,2,20241026S1_Cell1_C,0.0162424203008413
2024Dec_Bile-S1,1,1,fp,0,Liver,0,Liver,1,28,19,20241026S1_Cell15_B,0.0158762298524379
2024Dec_Bile-S1,1,1,fp,0,Liver,0,Liver,1,29,8,20241026S1_Cell11_C,0.013357600197196
2024Dec_Bile-S1,1,1,fp,0,Liver,0,Liver,1,30,56,20241026S1_Cell26_C,0.0129706468433141
2024Dec_Bile-S1,1,1,fp,0,Liver,0,Liver,1,31,101,20241026S1_Cell9_C,0.0128002250567078
2024Dec_Bile-S1,1,1,fp,0,Liver,0,Liver,1,32,61,20241026S1_Cell28_B,0.0126185584813356
2024Dec_Bile-S1,1,1,fp,0,Liver,0,Liver,1,33,89,20241026S1_Cell5_C,0.0119526786729693
2024Dec_Bile-S1,1,1,fp,0,Liver,0,Liver,1,34,51,20241026S1_Cell25_A,0.0109172202646732
2024Dec_Bile-S1,1,1,fp,0,Liver,0,Liver,1,35,64,20241026S1_Cell29_B,0.0107405753806233
2024Dec_Bile-S1,1,1,fp,0,Liver,0,Liver,1,36,26,20241026S1_Cell17_C,0.0106273991987109
2024Dec_Bile-S1,1,1,fp,0,Liver,0,Liver,1,37,5,20241026S1_Cell10_C,0.0103491023182868
2024Dec_Bile-S1,1,1,fp,0,Liver,0,Liver,1,38,70,20241026S1_Cell30_B,0.0103187123313546
2024Dec_Bile-S1,1,1,fp,0,Liver,0,Liver,1,39,17,20241026S1_Cell14_C,0.0100223291665315
2024Dec_Bile-S1,1,1,fp,0,Liver,0,Liver,1,40,23,20241026S1_Cell16_C,0.0096482280641794
2024Dec_Bile-S1,1,1,fp,0,Liver,0,Liver,1,41,65,20241026S1_Cell29_C,0.0095453802496194
2024Dec_Bile-S1,1,1,fp,0,Liver,0,Liver,1,42,96,20241026S1_Cell8_A,0.0084360111504793
2024Dec_Bile-S1,1,1,fp,0,Liver,0,Liver,1,43,77,20241026S1_Cell36_C,0.0083848275244236
2024Dec_Bile-S1,1,1,fp,0,Liver,0,Liver,1,44,54,20241026S1_Cell26_A,0.0077056335285305
2024Dec_Bile-S1,1,1,fp,0,Liver,0,Liver,1,45,48,20241026S1_Cell24_A,0.0076504927128553
2024Dec_Bile-S1,1,1,fp,0,Liver,0,Liver,1,46,98,20241026S1_Cell8_C,0.0071155307814478
2024Dec_Bile-S1,1,1,fp,0,Liver,0,Liver,1,47,15,20241026S1_Cell14_A,0.0069956192746758
2024Dec_Bile-S1,1,1,fp,0,Liver,0,Liver,1,48,30,20241026S1_Cell19_A,0.0069445027038455
2024Dec_Bile-S1,1,1,fp,0,Liver,0,Liver,1,49,42,20241026S1_Cell22_A,0.0066704382188618
2024Dec_Bile-S1,1,1,fp,0,Liver,0,Liver,1,50,10,20241026S1_Cell12_B,0.0058795716613531
2024Dec_Bile-S1,1,1,fp,0,Liver,0,Liver,1,51,90,20241026S1_Cell6_A,0.0055737979710102
2024Dec_Bile-S1,1,1,fp,0,Liver,0,Liver,1,52,92,20241026S1_Cell6_C,0.0052126520313322
2024Dec_Bile-S1,1,1,fp,0,Liver,0,Liver,1,53,59,20241026S1_Cell27_C,0.0049946326762437
2024Dec_Bile-S1,1,1,fp,0,Liver,0,Liver,1,54,91,20241026S1_Cell6_B,0.0049201170913875
2024Dec_Bile-S1,1,1,fp,0,Liver,0,Liver,1,55,95,20241026S1_Cell7_C,0.0049153612926602
2024Dec_Bile-S1,1,1,fp,0,Liver,0,Liver,1,56,58,20241026S1_Cell27_B,0.0044126138091087
2024Dec_Bile-S1,1,1,fp,0,Liver,0,Liver,1,57,60,20241026S1_Cell28_A,0.0042292522266507
2024Dec_Bile-S1,1,1,fp,0,Liver,0,Liver,1,58,88,20241026S1_Cell5_B,0.0041341679170727
2024Dec_Bile-S1,1,1,fp,0,Liver,0,Liver,1,59,75,20241026S1_Cell34_C,0.0039776135236024
2024Dec_Bile-S1,1,1,fp,0,Liver,0,Liver,1,60,38,20241026S1_Cell20_C,0.0038223634473979
2024Dec_Bile-S1,1,1,fp,0,Liver,0,Liver,1,61,35,20241026S1_Cell2_C,0.0037643739487975
2024Dec_Bile-S1,1,1,fp,0,Liver,0,Liver,1,62,50,20241026S1_Cell24_C,0.0035624608863145
2024Dec_Bile-S1,1,1,fp,0,Liver,0,Liver,1,63,82,20241026S1_Cell4_B,0.0035434148740023
2024Dec_Bile-S1,1,1,fp,0,Liver,0,Liver,1,64,27,20241026S1_Cell18_A,0.0034663877449929
2024Dec_Bile-S1,1,1,fp,0,Liver,0,Liver,1,65,93,20241026S1_Cell7_A,0.0033129809889942
2024Dec_Bile-S1,1,1,fp,0,Liver,0,Liver,1,66,41,20241026S1_Cell21_C,0.003200985956937
2024Dec_Bile-S1,1,1,fp,0,Liver,0,Liver,1,67,73,20241026S1_Cell32_C,0.0031425030902028
2024Dec_Bile-S1,1,1,fp,0,Liver,0,Liver,1,68,81,20241026S1_Cell4_A,0.0030296673066914
2024Dec_Bile-S1,1,1,fp,0,Liver,0,Liver,1,69,69,20241026S1_Cell30_A,0.0029511463362723
2024Dec_Bile-S1,1,1,fp,0,Liver,0,Liver,1,70,34,20241026S1_Cell2_B,0.0029210369102656
2024Dec_Bile-S1,1,1,fp,0,Liver,0,Liver,1,71,1,20241026S1_Cell1_B,0.0027839054819196
2024Dec_Bile-S1,1,1,fp,0,Liver,0,Liver,1,72,44,20241026S1_Cell22_C,0.0026943527627736
2024Dec_Bile-S1,1,1,fp,0,Liver,0,Liver,1,73,67,20241026S1_Cell3_B,0.0026307913940399
2024Dec_Bile-S1,1,1,fp,0,Liver,0,Liver,1,74,0,20241026S1_Cell1_A,0.0025462054181843
2024Dec_Bile-S1,1,1,fp,0,Liver,0,Liver,1,75,39,20241026S1_Cell21_A,0.0024913260713219
2024Dec_Bile-S1,1,1,fp,0,Liver,0,Liver,1,76,14,20241026S1_Cell13_C,0.002402207814157
2024Dec_Bile-S1,1,1,fp,0,Liver,0,Liver,1,77,87,20241026S1_Cell5_A,0.0023434087634086
2024Dec_Bile-S1,1,1,fp,0,Liver,0,Liver,1,78,11,20241026S1_Cell12_C,0.0021816017106175
2024Dec_Bile-S1,1,1,fp,0,Liver,0,Liver,1,79,72,20241026S1_Cell31_C,0.0020420178771018
2024Dec_Bile-S1,1,1,fp,0,Liver,0,Liver,1,80,4,20241026S1_Cell10_B,0.0020057202782481
2024Dec_Bile-S1,1,1,fp,0,Liver,0,Liver,1,81,68,20241026S1_Cell3_C,0.0019548097625374
2024Dec_Bile-S1,1,1,fp,0,Liver,0,Liver,1,82,97,20241026S1_Cell8_B,0.0019480258924886
2024Dec_Bile-S1,1,1,fp,0,Liver,0,Liver,1,83,85,20241026S1_Cell41_C,0.0018992512486875
2024Dec_Bile-S1,1,1,fp,0,Liver,0,Liver,1,84,57,20241026S1_Cell27_A,0.0017323383362963
2024Dec_Bile-S1,1,1,fp,0,Liver,0,Liver,1,85,80,20241026S1_Cell39_C,0.0017122131539508
2024Dec_Bile-S1,1,1,fp,0,Liver,0,Liver,1,86,36,20241026S1_Cell20_A,0.0015934711555019
2024Dec_Bile-S1,1,1,fp,0,Liver,0,Liver,1,87,94,20241026S1_Cell7_B,0.0015931399539113
2024Dec_Bile-S1,1,1,fp,0,Liver,0,Liver,1,88,66,20241026S1_Cell3_A,0.0015401440905407
2024Dec_Bile-S1,1,1,fp,0,Liver,0,Liver,1,89,32,20241026S1_Cell19_C,0.0014562711585313
2024Dec_Bile-S1,1,1,fp,0,Liver,0,Liver,1,90,74,20241026S1_Cell33_C,0.0013929682318121
2024Dec_Bile-S1,1,1,fp,0,Liver,0,Liver,1,91,78,20241026S1_Cell37_C,0.0013411024119704
2024Dec_Bile-S1,1,1,fp,0,Liver,0,Liver,1,92,12,20241026S1_Cell13_A,0.0012322842376306
2024Dec_Bile-S1,1,1,fp,0,Liver,0,Liver,1,93,47,20241026S1_Cell23_C,0.0011751558631658
2024Dec_Bile-S1,1,1,fp,0,Liver,0,Liver,1,94,76,20241026S1_Cell35_C,0.0010980684310197
2024Dec_Bile-S1,1,1,fp,0,Liver,0,Liver,1,95,100,20241026S1_Cell9_B,0.0010058616753667
2024Dec_Bile-S1,1,1,fp,0,Liver,0,Liver,1,96,79,20241026S1_Cell38_C,0.0008720901678316
2024Dec_Bile-S1,1,1,fp,0,Liver,0,Liver,1,97,62,20241026S1_Cell28_C,0.0008416085038334
2024Dec_Bile-S1,1,1,fp,0,Liver,0,Liver,1,98,45,20241026S1_Cell23_A,0.0008131487411446
2024Dec_Bile-S1,1,1,fp,0,Liver,0,Liver,1,99,20,20241026S1_Cell15_C,0.000674111302942
2024Dec_Bile-S1,1,1,fp,0,Liver,0,Liver,1,100,71,20241026S1_Cell30_C,0.0006724601262249
