task,disease_label,rep,fold,view,SampleKey,y_true,cell_id,attn_weight,attn_rank,n_cells,CellType,Batch
stage1_MIL_Control_vs_Bile,Bile,5,1,all,2024Dec_Bile-S1,1,20241026S1_Cell8_B,0.2239361459831984,1,102,B,2024Dec
stage1_MIL_Control_vs_Bile,Bile,5,1,all,2024Dec_Bile-S1,1,20241026S1_Cell11_B,0.1810775414725609,2,102,B,2024Dec
stage1_MIL_Control_vs_Bile,Bile,5,1,all,2024Dec_Bile-S1,1,20241026S1_Cell9_B,0.1671681556004692,3,102,B,2024Dec
stage1_MIL_Control_vs_Bile,Bile,5,1,all,2024Dec_Bile-S1,1,20241026S1_Cell7_B,0.0701918665766889,4,102,B,2024Dec
stage1_MIL_Control_vs_Bile,Bile,5,1,all,2024Dec_Bile-S1,1,20241026S1_Cell12_B,0.0611700806467238,5,102,B,2024Dec
stage1_MIL_Control_vs_Bile,Bile,5,1,all,2024Dec_Bile-S1,1,20241026S1_Cell33_C,0.0493366204326516,6,102,C,2024Dec
stage1_MIL_Control_vs_Bile,Bile,5,1,all,2024Dec_Bile-S1,1,20241026S1_Cell5_B,0.0389753652759755,7,102,B,2024Dec
stage1_MIL_Control_vs_Bile,Bile,5,1,all,2024Dec_Bile-S1,1,20241026S1_Cell10_B,0.0255660195781451,8,102,B,2024Dec
stage1_MIL_Control_vs_Bile,Bile,5,1,all,2024Dec_Bile-S1,1,20241026S1_Cell34_C,0.0236539601420183,9,102,C,2024Dec
stage1_MIL_Control_vs_Bile,Bile,5,1,all,2024Dec_Bile-S1,1,20241026S1_Cell23_C,0.0101967826437322,10,102,C,2024Dec
stage1_MIL_Control_vs_Bile,Bile,5,1,all,2024Dec_Bile-S1,1,20241026S1_Cell28_C,0.0100863966942236,11,102,C,2024Dec
stage1_MIL_Control_vs_Bile,Bile,5,1,all,2024Dec_Bile-S1,1,20241026S1_Cell36_C,0.0100196916400784,12,102,C,2024Dec
stage1_MIL_Control_vs_Bile,Bile,5,1,all,2024Dec_Bile-S1,1,20241026S1_Cell29_C,0.0089486296037594,13,102,C,2024Dec
stage1_MIL_Control_vs_Bile,Bile,5,1,all,2024Dec_Bile-S1,1,20241026S1_Cell39_C,0.0072219122243859,14,102,C,2024Dec
stage1_MIL_Control_vs_Bile,Bile,5,1,all,2024Dec_Bile-S1,1,20241026S1_Cell15_C,0.0065521478087053,15,102,C,2024Dec
stage1_MIL_Control_vs_Bile,Bile,5,1,all,2024Dec_Bile-S1,1,20241026S1_Cell35_C,0.0064988682363544,16,102,C,2024Dec
stage1_MIL_Control_vs_Bile,Bile,5,1,all,2024Dec_Bile-S1,1,20241026S1_Cell17_C,0.0063504233207147,17,102,C,2024Dec
stage1_MIL_Control_vs_Bile,Bile,5,1,all,2024Dec_Bile-S1,1,20241026S1_Cell19_C,0.0058301692537959,18,102,C,2024Dec
stage1_MIL_Control_vs_Bile,Bile,5,1,all,2024Dec_Bile-S1,1,20241026S1_Cell13_A,0.0055662207706351,19,102,A,2024Dec
stage1_MIL_Control_vs_Bile,Bile,5,1,all,2024Dec_Bile-S1,1,20241026S1_Cell30_C,0.004443108042214,20,102,C,2024Dec
stage1_MIL_Control_vs_Bile,Bile,5,1,all,2024Dec_Bile-S1,1,20241026S1_Cell4_C,0.004194510084784,21,102,C,2024Dec
stage1_MIL_Control_vs_Bile,Bile,5,1,all,2024Dec_Bile-S1,1,20241026S1_Cell32_C,0.0036691546979993,22,102,C,2024Dec
stage1_MIL_Control_vs_Bile,Bile,5,1,all,2024Dec_Bile-S1,1,20241026S1_Cell31_C,0.0029447081380429,23,102,C,2024Dec
stage1_MIL_Control_vs_Bile,Bile,5,1,all,2024Dec_Bile-S1,1,20241026S1_Cell29_B,0.0025855100268926,24,102,B,2024Dec
stage1_MIL_Control_vs_Bile,Bile,5,1,all,2024Dec_Bile-S1,1,20241026S1_Cell6_C,0.0024476782314469,25,102,C,2024Dec
stage1_MIL_Control_vs_Bile,Bile,5,1,all,2024Dec_Bile-S1,1,20241026S1_Cell7_C,0.0023901960655962,26,102,C,2024Dec
stage1_MIL_Control_vs_Bile,Bile,5,1,all,2024Dec_Bile-S1,1,20241026S1_Cell37_C,0.0023147184176624,27,102,C,2024Dec
stage1_MIL_Control_vs_Bile,Bile,5,1,all,2024Dec_Bile-S1,1,20241026S1_Cell20_A,0.0022019766874872,28,102,A,2024Dec
stage1_MIL_Control_vs_Bile,Bile,5,1,all,2024Dec_Bile-S1,1,20241026S1_Cell16_C,0.0020839848586512,29,102,C,2024Dec
stage1_MIL_Control_vs_Bile,Bile,5,1,all,2024Dec_Bile-S1,1,20241026S1_Cell2_B,0.0017909827173974,30,102,B,2024Dec
stage1_MIL_Control_vs_Bile,Bile,5,1,all,2024Dec_Bile-S1,1,20241026S1_Cell41_C,0.0017606399923288,31,102,C,2024Dec
stage1_MIL_Control_vs_Bile,Bile,5,1,all,2024Dec_Bile-S1,1,20241026S1_Cell38_C,0.0016424818059828,32,102,C,2024Dec
stage1_MIL_Control_vs_Bile,Bile,5,1,all,2024Dec_Bile-S1,1,20241026S1_Cell42_C,0.0015434596227315,33,102,C,2024Dec
stage1_MIL_Control_vs_Bile,Bile,5,1,all,2024Dec_Bile-S1,1,20241026S1_Cell7_A,0.0013325588125794,34,102,A,2024Dec
stage1_MIL_Control_vs_Bile,Bile,5,1,all,2024Dec_Bile-S1,1,20241026S1_Cell16_A,0.001027686032711,35,102,A,2024Dec
stage1_MIL_Control_vs_Bile,Bile,5,1,all,2024Dec_Bile-S1,1,20241026S1_Cell12_A,0.0010042479010074,36,102,A,2024Dec
stage1_MIL_Control_vs_Bile,Bile,5,1,all,2024Dec_Bile-S1,1,20241026S1_Cell27_B,0.0009742953419253,37,102,B,2024Dec
stage1_MIL_Control_vs_Bile,Bile,5,1,all,2024Dec_Bile-S1,1,20241026S1_Cell2_A,0.000974290685312,38,102,A,2024Dec
stage1_MIL_Control_vs_Bile,Bile,5,1,all,2024Dec_Bile-S1,1,20241026S1_Cell8_A,0.0009701878597521,39,102,A,2024Dec
stage1_MIL_Control_vs_Bile,Bile,5,1,all,2024Dec_Bile-S1,1,20241026S1_Cell13_B,0.0009633200536322,40,102,B,2024Dec
stage1_MIL_Control_vs_Bile,Bile,5,1,all,2024Dec_Bile-S1,1,20241026S1_Cell27_A,0.0009503976024893,41,102,A,2024Dec
stage1_MIL_Control_vs_Bile,Bile,5,1,all,2024Dec_Bile-S1,1,20241026S1_Cell23_A,0.0008718331438091,42,102,A,2024Dec
stage1_MIL_Control_vs_Bile,Bile,5,1,all,2024Dec_Bile-S1,1,20241026S1_Cell28_A,0.0008555653816742,43,102,A,2024Dec
stage1_MIL_Control_vs_Bile,Bile,5,1,all,2024Dec_Bile-S1,1,20241026S1_Cell25_C,0.0008458643174019,44,102,C,2024Dec
stage1_MIL_Control_vs_Bile,Bile,5,1,all,2024Dec_Bile-S1,1,20241026S1_Cell6_A,0.0008183337793106,45,102,A,2024Dec
stage1_MIL_Control_vs_Bile,Bile,5,1,all,2024Dec_Bile-S1,1,20241026S1_Cell18_A,0.0008112742953459,46,102,A,2024Dec
stage1_MIL_Control_vs_Bile,Bile,5,1,all,2024Dec_Bile-S1,1,20241026S1_Cell26_A,0.0007948373235254,47,102,A,2024Dec
stage1_MIL_Control_vs_Bile,Bile,5,1,all,2024Dec_Bile-S1,1,20241026S1_Cell29_A,0.000792082878553,48,102,A,2024Dec
stage1_MIL_Control_vs_Bile,Bile,5,1,all,2024Dec_Bile-S1,1,20241026S1_Cell25_B,0.0007809745857426,49,102,B,2024Dec
stage1_MIL_Control_vs_Bile,Bile,5,1,all,2024Dec_Bile-S1,1,20241026S1_Cell22_A,0.0007678261724395,50,102,A,2024Dec
stage1_MIL_Control_vs_Bile,Bile,5,1,all,2024Dec_Bile-S1,1,20241026S1_Cell10_A,0.0007651253367277,51,102,A,2024Dec
stage1_MIL_Control_vs_Bile,Bile,5,1,all,2024Dec_Bile-S1,1,20241026S1_Cell25_A,0.000763335974861,52,102,A,2024Dec
stage1_MIL_Control_vs_Bile,Bile,5,1,all,2024Dec_Bile-S1,1,20241026S1_Cell30_A,0.0007630892907717,53,102,A,2024Dec
stage1_MIL_Control_vs_Bile,Bile,5,1,all,2024Dec_Bile-S1,1,20241026S1_Cell26_C,0.0007522024199235,54,102,C,2024Dec
stage1_MIL_Control_vs_Bile,Bile,5,1,all,2024Dec_Bile-S1,1,20241026S1_Cell21_A,0.0007406374297641,55,102,A,2024Dec
stage1_MIL_Control_vs_Bile,Bile,5,1,all,2024Dec_Bile-S1,1,20241026S1_Cell30_B,0.0007398054675911,56,102,B,2024Dec
stage1_MIL_Control_vs_Bile,Bile,5,1,all,2024Dec_Bile-S1,1,20241026S1_Cell21_C,0.0007384492289686,57,102,C,2024Dec
stage1_MIL_Control_vs_Bile,Bile,5,1,all,2024Dec_Bile-S1,1,20241026S1_Cell1_C,0.0007297027122144,58,102,C,2024Dec
stage1_MIL_Control_vs_Bile,Bile,5,1,all,2024Dec_Bile-S1,1,20241026S1_Cell3_C,0.0007284862884061,59,102,C,2024Dec
stage1_MIL_Control_vs_Bile,Bile,5,1,all,2024Dec_Bile-S1,1,20241026S1_Cell4_A,0.0007155333364461,60,102,A,2024Dec
stage1_MIL_Control_vs_Bile,Bile,5,1,all,2024Dec_Bile-S1,1,20241026S1_Cell1_A,0.0007045111909817,61,102,A,2024Dec
stage1_MIL_Control_vs_Bile,Bile,5,1,all,2024Dec_Bile-S1,1,20241026S1_Cell15_B,0.000696190579721,62,102,B,2024Dec
stage1_MIL_Control_vs_Bile,Bile,5,1,all,2024Dec_Bile-S1,1,20241026S1_Cell4_B,0.0006932790322576,63,102,B,2024Dec
stage1_MIL_Control_vs_Bile,Bile,5,1,all,2024Dec_Bile-S1,1,20241026S1_Cell24_B,0.0006914866435922,64,102,B,2024Dec
stage1_MIL_Control_vs_Bile,Bile,5,1,all,2024Dec_Bile-S1,1,20241026S1_Cell19_A,0.0006883271314708,65,102,A,2024Dec
stage1_MIL_Control_vs_Bile,Bile,5,1,all,2024Dec_Bile-S1,1,20241026S1_Cell1_B,0.000688128294083,66,102,B,2024Dec
stage1_MIL_Control_vs_Bile,Bile,5,1,all,2024Dec_Bile-S1,1,20241026S1_Cell24_A,0.0006866657100544,67,102,A,2024Dec
stage1_MIL_Control_vs_Bile,Bile,5,1,all,2024Dec_Bile-S1,1,20241026S1_Cell17_A,0.0006704793222368,68,102,A,2024Dec
stage1_MIL_Control_vs_Bile,Bile,5,1,all,2024Dec_Bile-S1,1,20241026S1_Cell22_C,0.0006523348867359,69,102,C,2024Dec
stage1_MIL_Control_vs_Bile,Bile,5,1,all,2024Dec_Bile-S1,1,20241026S1_Cell23_B,0.0006445898910864,70,102,B,2024Dec
stage1_MIL_Control_vs_Bile,Bile,5,1,all,2024Dec_Bile-S1,1,20241026S1_Cell16_B,0.0006421919680695,71,102,B,2024Dec
stage1_MIL_Control_vs_Bile,Bile,5,1,all,2024Dec_Bile-S1,1,20241026S1_Cell18_B,0.0006399283883462,72,102,B,2024Dec
stage1_MIL_Control_vs_Bile,Bile,5,1,all,2024Dec_Bile-S1,1,20241026S1_Cell14_A,0.0006314065531836,73,102,A,2024Dec
stage1_MIL_Control_vs_Bile,Bile,5,1,all,2024Dec_Bile-S1,1,20241026S1_Cell20_B,0.0006185118088898,74,102,B,2024Dec
stage1_MIL_Control_vs_Bile,Bile,5,1,all,2024Dec_Bile-S1,1,20241026S1_Cell28_B,0.0006097591803306,75,102,B,2024Dec
stage1_MIL_Control_vs_Bile,Bile,5,1,all,2024Dec_Bile-S1,1,20241026S1_Cell11_A,0.0006067153268419,76,102,A,2024Dec
stage1_MIL_Control_vs_Bile,Bile,5,1,all,2024Dec_Bile-S1,1,20241026S1_Cell3_A,0.0005966449931352,77,102,A,2024Dec
stage1_MIL_Control_vs_Bile,Bile,5,1,all,2024Dec_Bile-S1,1,20241026S1_Cell9_A,0.0005956446361839,78,102,A,2024Dec
stage1_MIL_Control_vs_Bile,Bile,5,1,all,2024Dec_Bile-S1,1,20241026S1_Cell22_B,0.0005931971202354,79,102,B,2024Dec
stage1_MIL_Control_vs_Bile,Bile,5,1,all,2024Dec_Bile-S1,1,20241026S1_Cell2_C,0.0005900938949272,80,102,C,2024Dec
