task,disease_label,rep,fold,view,SampleKey,y_true,cell_id,attn_weight,attn_rank,n_cells,CellType,Batch
stage1_MIL_Control_vs_Pancreas,Pancreas,2,1,all,2024Dec_Control-S1,0,S1_Cell28_A,0.0576187442554094,1,103,A,2024Dec
stage1_MIL_Control_vs_Pancreas,Pancreas,2,1,all,2024Dec_Control-S1,0,S1_Cell30_C,0.0498651895797729,2,103,C,2024Dec
stage1_MIL_Control_vs_Pancreas,Pancreas,2,1,all,2024Dec_Control-S1,0,S1_Cell23_A,0.0447235961010159,3,103,A,2024Dec
stage1_MIL_Control_vs_Pancreas,Pancreas,2,1,all,2024Dec_Control-S1,0,S1_Cell38_C,0.0441367548498257,4,103,C,2024Dec
stage1_MIL_Control_vs_Pancreas,Pancreas,2,1,all,2024Dec_Control-S1,0,S1_Cell20_C,0.0390702781241046,5,103,C,2024Dec
stage1_MIL_Control_vs_Pancreas,Pancreas,2,1,all,2024Dec_Control-S1,0,S1_Cell26_C,0.0387459953312547,6,103,C,2024Dec
stage1_MIL_Control_vs_Pancreas,Pancreas,2,1,all,2024Dec_Control-S1,0,S1_Cell7_C,0.0385757011370704,7,103,C,2024Dec
stage1_MIL_Control_vs_Pancreas,Pancreas,2,1,all,2024Dec_Control-S1,0,S1_Cell32_C,0.0364427005104068,8,103,C,2024Dec
stage1_MIL_Control_vs_Pancreas,Pancreas,2,1,all,2024Dec_Control-S1,0,S1_Cell14_C,0.0324410086018474,9,103,C,2024Dec
stage1_MIL_Control_vs_Pancreas,Pancreas,2,1,all,2024Dec_Control-S1,0,S1_Cell34_B,0.0308958848570694,10,103,B,2024Dec
stage1_MIL_Control_vs_Pancreas,Pancreas,2,1,all,2024Dec_Control-S1,0,S1_Cell15_A,0.0262291746183258,11,103,A,2024Dec
stage1_MIL_Control_vs_Pancreas,Pancreas,2,1,all,2024Dec_Control-S1,0,S1_Cell11_B,0.0235266404390738,12,103,B,2024Dec
stage1_MIL_Control_vs_Pancreas,Pancreas,2,1,all,2024Dec_Control-S1,0,S1_Cell13_C,0.0234399436212286,13,103,C,2024Dec
stage1_MIL_Control_vs_Pancreas,Pancreas,2,1,all,2024Dec_Control-S1,0,S1_Cell3_B,0.019476918363043,14,103,B,2024Dec
stage1_MIL_Control_vs_Pancreas,Pancreas,2,1,all,2024Dec_Control-S1,0,S1_Cell15_B,0.0189458968612821,15,103,B,2024Dec
stage1_MIL_Control_vs_Pancreas,Pancreas,2,1,all,2024Dec_Control-S1,0,S1_Cell7_A,0.0187337825585092,16,103,A,2024Dec
stage1_MIL_Control_vs_Pancreas,Pancreas,2,1,all,2024Dec_Control-S1,0,S1_Cell21_C,0.01855958053483,17,103,C,2024Dec
stage1_MIL_Control_vs_Pancreas,Pancreas,2,1,all,2024Dec_Control-S1,0,S1_Cell34_C,0.0143555792874925,18,103,C,2024Dec
stage1_MIL_Control_vs_Pancreas,Pancreas,2,1,all,2024Dec_Control-S1,0,S1_Cell6_A,0.0135739155996475,19,103,A,2024Dec
